source	sample	population	superpopulation
hgdp	HGDP00622	Bedouin	MEA
hgdp	HGDP00623	Bedouin	MEA
hgdp	HGDP00624	Bedouin	MEA
hgdp	HGDP00625	Bedouin	MEA
hgdp	HGDP00626	Bedouin	MEA
hgdp	HGDP00627	Bedouin	MEA
hgdp	HGDP00628	Bedouin	MEA
hgdp	HGDP00629	Bedouin	MEA
hgdp	HGDP00630	Bedouin	MEA
hgdp	HGDP00631	Bedouin	MEA
hgdp	HGDP00632	Bedouin	MEA
hgdp	HGDP00634	Bedouin	MEA
hgdp	HGDP00635	Bedouin	MEA
hgdp	HGDP00636	Bedouin	MEA
hgdp	HGDP00637	Bedouin	MEA
hgdp	HGDP00638	Bedouin	MEA
hgdp	HGDP00639	Bedouin	MEA
hgdp	HGDP00640	Bedouin	MEA
hgdp	HGDP00641	Bedouin	MEA
hgdp	HGDP00642	Bedouin	MEA
hgdp	HGDP00643	Bedouin	MEA
hgdp	HGDP00644	Bedouin	MEA
hgdp	HGDP00645	Bedouin	MEA
hgdp	HGDP00646	Bedouin	MEA
hgdp	HGDP00647	Bedouin	MEA
hgdp	HGDP00648	Bedouin	MEA
hgdp	HGDP00649	Bedouin	MEA
hgdp	HGDP00650	Bedouin	MEA
hgdp	HGDP00651	Bedouin	MEA
hgdp	HGDP00653	Bedouin	MEA
hgdp	HGDP00654	Bedouin	MEA
hgdp	HGDP00655	Bougainville	OCE
hgdp	HGDP00656	Bougainville	OCE
hgdp	HGDP00660	Bougainville	OCE
hgdp	HGDP00661	Bougainville	OCE
hgdp	HGDP00662	Bougainville	OCE
hgdp	HGDP00663	Bougainville	OCE
hgdp	HGDP00664	Bougainville	OCE
hgdp	HGDP00665	Sardinian	EUR
hgdp	HGDP00666	Sardinian	EUR
hgdp	HGDP00667	Sardinian	EUR
hgdp	HGDP00668	Sardinian	EUR
hgdp	HGDP00669	Sardinian	EUR
hgdp	HGDP00670	Sardinian	EUR
hgdp	HGDP00671	Sardinian	EUR
hgdp	HGDP00672	Sardinian	EUR
hgdp	HGDP00673	Sardinian	EUR
hgdp	HGDP00674	Sardinian	EUR
hgdp	HGDP00675	Palestinian	MEA
hgdp	HGDP00676	Palestinian	MEA
hgdp	HGDP00677	Palestinian	MEA
hgdp	HGDP00678	Palestinian	MEA
hgdp	HGDP00679	Palestinian	MEA
hgdp	HGDP00680	Palestinian	MEA
hgdp	HGDP00682	Palestinian	MEA
hgdp	HGDP00683	Palestinian	MEA
hgdp	HGDP00684	Palestinian	MEA
hgdp	HGDP00685	Palestinian	MEA
hgdp	HGDP00686	Palestinian	MEA
hgdp	HGDP00687	Palestinian	MEA
hgdp	HGDP00688	Palestinian	MEA
hgdp	HGDP00689	Palestinian	MEA
hgdp	HGDP00690	Palestinian	MEA
hgdp	HGDP00691	Palestinian	MEA
hgdp	HGDP00692	Palestinian	MEA
hgdp	HGDP00693	Palestinian	MEA
hgdp	HGDP00694	Palestinian	MEA
hgdp	HGDP00696	Palestinian	MEA
hgdp	HGDP00697	Palestinian	MEA
hgdp	HGDP00698	Palestinian	MEA
hgdp	HGDP00699	Palestinian	MEA
hgdp	HGDP00700	Palestinian	MEA
hgdp	HGDP00701	Bedouin	MEA
hgdp	HGDP00702	Colombian	AMR
hgdp	HGDP00703	Colombian	AMR
hgdp	HGDP00704	Colombian	AMR
hgdp	HGDP00706	Colombian	AMR
hgdp	HGDP00708	Colombian	AMR
hgdp	HGDP00710	Colombian	AMR
hgdp	HGDP00711	Cambodian	EAS
hgdp	HGDP00712	Cambodian	EAS
hgdp	HGDP00713	Cambodian	EAS
hgdp	HGDP00714	Cambodian	EAS
hgdp	HGDP00715	Cambodian	EAS
hgdp	HGDP00716	Cambodian	EAS
hgdp	HGDP00717	Cambodian	EAS
hgdp	HGDP00719	Cambodian	EAS
hgdp	HGDP00721	Cambodian	EAS
hgdp	HGDP00722	Palestinian	MEA
hgdp	HGDP00723	Palestinian	MEA
hgdp	HGDP00724	Palestinian	MEA
hgdp	HGDP00725	Palestinian	MEA
hgdp	HGDP00726	Palestinian	MEA
hgdp	HGDP00727	Palestinian	MEA
hgdp	HGDP00729	Palestinian	MEA
hgdp	HGDP00730	Palestinian	MEA
hgdp	HGDP00731	Palestinian	MEA
hgdp	HGDP00732	Palestinian	MEA
hgdp	HGDP00733	Palestinian	MEA
hgdp	HGDP00734	Palestinian	MEA
hgdp	HGDP00735	Palestinian	MEA
hgdp	HGDP00736	Palestinian	MEA
hgdp	HGDP00737	Palestinian	MEA
hgdp	HGDP00738	Palestinian	MEA
hgdp	HGDP00739	Palestinian	MEA
hgdp	HGDP00740	Palestinian	MEA
hgdp	HGDP00741	Palestinian	MEA
hgdp	HGDP00744	Palestinian	MEA
hgdp	HGDP00745	Palestinian	MEA
hgdp	HGDP00746	Palestinian	MEA
hgdp	HGDP00747	Japanese	EAS
hgdp	HGDP00748	Japanese	EAS
hgdp	HGDP00749	Japanese	EAS
hgdp	HGDP00750	Japanese	EAS
hgdp	HGDP00751	Japanese	EAS
hgdp	HGDP00752	Japanese	EAS
hgdp	HGDP00753	Japanese	EAS
hgdp	HGDP00754	Japanese	EAS
hgdp	HGDP00755	Japanese	EAS
hgdp	HGDP00756	Japanese	EAS
hgdp	HGDP00757	Japanese	EAS
hgdp	HGDP00758	Japanese	EAS
hgdp	HGDP00759	Japanese	EAS
hgdp	HGDP00760	Japanese	EAS
hgdp	HGDP00761	Japanese	EAS
hgdp	HGDP00762	Japanese	EAS
hgdp	HGDP00764	Japanese	EAS
hgdp	HGDP00765	Japanese	EAS
hgdp	HGDP00766	Japanese	EAS
hgdp	HGDP00767	Japanese	EAS
hgdp	HGDP00769	Japanese	EAS
hgdp	HGDP00771	Japanese	EAS
hgdp	HGDP00772	Japanese	EAS
hgdp	HGDP00773	Japanese	EAS
hgdp	HGDP00774	Han	EAS
hgdp	HGDP00775	Han	EAS
hgdp	HGDP00776	Han	EAS
hgdp	HGDP00777	Han	EAS
hgdp	HGDP00778	Han	EAS
hgdp	HGDP00779	Han	EAS
hgdp	HGDP00780	Han	EAS
hgdp	HGDP00781	Han	EAS
hgdp	HGDP00782	Han	EAS
hgdp	HGDP00783	Han	EAS
hgdp	HGDP00784	Han	EAS
hgdp	HGDP00785	Han	EAS
hgdp	HGDP00786	Han	EAS
hgdp	HGDP00787	Bougainville	OCE
hgdp	HGDP00788	Bougainville	OCE
hgdp	HGDP00790	Japanese	EAS
hgdp	HGDP00791	Japanese	EAS
hgdp	HGDP00794	Orcadian	EUR
hgdp	HGDP00795	Orcadian	EUR
hgdp	HGDP00796	Orcadian	EUR
hgdp	HGDP00797	Orcadian	EUR
hgdp	HGDP00798	Orcadian	EUR
hgdp	HGDP00799	Orcadian	EUR
hgdp	HGDP00800	Orcadian	EUR
hgdp	HGDP00802	Orcadian	EUR
hgdp	HGDP00803	Orcadian	EUR
hgdp	HGDP00804	Orcadian	EUR
hgdp	HGDP00805	Orcadian	EUR
hgdp	HGDP00806	Orcadian	EUR
hgdp	HGDP00807	Orcadian	EUR
hgdp	HGDP00808	Orcadian	EUR
hgdp	HGDP00810	Orcadian	EUR
hgdp	HGDP00811	Han	EAS
hgdp	HGDP00812	Han	EAS
hgdp	HGDP00813	Han	EAS
hgdp	HGDP00814	Han	EAS
hgdp	HGDP00815	Han	EAS
hgdp	HGDP00817	Han	EAS
hgdp	HGDP00818	Han	EAS
hgdp	HGDP00819	Han	EAS
hgdp	HGDP00820	Han	EAS
hgdp	HGDP00821	Han	EAS
hgdp	HGDP00822	Han	EAS
hgdp	HGDP00828	Japanese	EAS
hgdp	HGDP00832	Surui	AMR
hgdp	HGDP00837	Surui	AMR
hgdp	HGDP00838	Surui	AMR
hgdp	HGDP00843	Surui	AMR
hgdp	HGDP00845	Surui	AMR
hgdp	HGDP00846	Surui	AMR
hgdp	HGDP00849	Surui	AMR
hgdp	HGDP00852	Surui	AMR
hgdp	HGDP00854	Maya	AMR
hgdp	HGDP00855	Maya	AMR
hgdp	HGDP00856	Maya	AMR
hgdp	HGDP00857	Maya	AMR
hgdp	HGDP00858	Maya	AMR
hgdp	HGDP00859	Maya	AMR
hgdp	HGDP00860	Maya	AMR
hgdp	HGDP00861	Maya	AMR
hgdp	HGDP00862	Maya	AMR
hgdp	HGDP00863	Maya	AMR
hgdp	HGDP00864	Maya	AMR
hgdp	HGDP00865	Maya	AMR
hgdp	HGDP00868	Maya	AMR
hgdp	HGDP00869	Maya	AMR
hgdp	HGDP00870	Maya	AMR
hgdp	HGDP00871	Maya	AMR
hgdp	HGDP00872	Maya	AMR
hgdp	HGDP00873	Maya	AMR
hgdp	HGDP00875	Maya	AMR
hgdp	HGDP00876	Maya	AMR
hgdp	HGDP00877	Maya	AMR
hgdp	HGDP00879	Russian	EUR
hgdp	HGDP00880	Russian	EUR
hgdp	HGDP00881	Russian	EUR
hgdp	HGDP00882	Russian	EUR
hgdp	HGDP00883	Russian	EUR
hgdp	HGDP00884	Russian	EUR
hgdp	HGDP00885	Russian	EUR
hgdp	HGDP00886	Russian	EUR
hgdp	HGDP00887	Russian	EUR
hgdp	HGDP00888	Russian	EUR
hgdp	HGDP00889	Russian	EUR
hgdp	HGDP00890	Russian	EUR
hgdp	HGDP00891	Russian	EUR
hgdp	HGDP00892	Russian	EUR
hgdp	HGDP00893	Russian	EUR
hgdp	HGDP00894	Russian	EUR
hgdp	HGDP00895	Russian	EUR
hgdp	HGDP00896	Russian	EUR
hgdp	HGDP00897	Russian	EUR
hgdp	HGDP00898	Russian	EUR
hgdp	HGDP00899	Russian	EUR
hgdp	HGDP00900	Russian	EUR
hgdp	HGDP00901	Russian	EUR
hgdp	HGDP00902	Russian	EUR
hgdp	HGDP00903	Russian	EUR
hgdp	HGDP00904	Mandenka	AFR
hgdp	HGDP00905	Mandenka	AFR
hgdp	HGDP00906	Mandenka	AFR
hgdp	HGDP00907	Mandenka	AFR
hgdp	HGDP00908	Mandenka	AFR
hgdp	HGDP00909	Mandenka	AFR
hgdp	HGDP00910	Mandenka	AFR
hgdp	HGDP00911	Mandenka	AFR
hgdp	HGDP00912	Mandenka	AFR
hgdp	HGDP00913	Mandenka	AFR
hgdp	HGDP00914	Mandenka	AFR
hgdp	HGDP00915	Mandenka	AFR
hgdp	HGDP00917	Mandenka	AFR
hgdp	HGDP00918	Mandenka	AFR
hgdp	HGDP00920	Yoruba	AFR
hgdp	HGDP00924	Yoruba	AFR
hgdp	HGDP00925	Yoruba	AFR
hgdp	HGDP00926	Yoruba	AFR
hgdp	HGDP00927	Yoruba	AFR
hgdp	HGDP00928	Yoruba	AFR
hgdp	HGDP00929	Yoruba	AFR
hgdp	HGDP00930	Yoruba	AFR
hgdp	HGDP00931	Yoruba	AFR
hgdp	HGDP00932	Yoruba	AFR
hgdp	HGDP00933	Yoruba	AFR
hgdp	HGDP00934	Yoruba	AFR
hgdp	HGDP00935	Yoruba	AFR
hgdp	HGDP00936	Yoruba	AFR
hgdp	HGDP00937	Yoruba	AFR
hgdp	HGDP00938	Yoruba	AFR
hgdp	HGDP00939	Yoruba	AFR
hgdp	HGDP00940	Yoruba	AFR
hgdp	HGDP00941	Yoruba	AFR
hgdp	HGDP00942	Yoruba	AFR
hgdp	HGDP00943	Yoruba	AFR
hgdp	HGDP00944	Yoruba	AFR
hgdp	HGDP00945	Yakut	EAS
hgdp	HGDP00946	Yakut	EAS
hgdp	HGDP00947	Yakut	EAS
hgdp	HGDP00948	Yakut	EAS
hgdp	HGDP00949	Yakut	EAS
hgdp	HGDP00950	Yakut	EAS
hgdp	HGDP00951	Yakut	EAS
hgdp	HGDP00952	Yakut	EAS
hgdp	HGDP00953	Yakut	EAS
hgdp	HGDP00954	Yakut	EAS
hgdp	HGDP00955	Yakut	EAS
hgdp	HGDP00956	Yakut	EAS
hgdp	HGDP00957	Yakut	EAS
hgdp	HGDP00958	Yakut	EAS
hgdp	HGDP00959	Yakut	EAS
hgdp	HGDP00960	Yakut	EAS
hgdp	HGDP00961	Yakut	EAS
hgdp	HGDP00962	Yakut	EAS
hgdp	HGDP00963	Yakut	EAS
hgdp	HGDP00964	Yakut	EAS
hgdp	HGDP00965	Yakut	EAS
hgdp	HGDP00966	Yakut	EAS
hgdp	HGDP00967	Yakut	EAS
hgdp	HGDP00968	Yakut	EAS
hgdp	HGDP00969	Yakut	EAS
hgdp	HGDP00970	Colombian	AMR
hgdp	HGDP00971	Han	EAS
hgdp	HGDP00972	Han	EAS
hgdp	HGDP00973	Han	EAS
hgdp	HGDP00974	Han	EAS
hgdp	HGDP00975	Han	EAS
hgdp	HGDP00976	Han	EAS
hgdp	HGDP00977	Han	EAS
hgdp	HGDP00982	Mbuti	AFR
hgdp	HGDP00984	Mbuti	AFR
hgdp	HGDP00985	Biaka	AFR
hgdp	HGDP00986	Biaka	AFR
hgdp	HGDP00987	San	AFR
hgdp	HGDP00991	San	AFR
hgdp	HGDP00992	San	AFR
hgdp	HGDP00993	BantuSouthAfrica	AFR
hgdp	HGDP00994	BantuSouthAfrica	AFR
hgdp	HGDP00995	Karitiana	AMR
hgdp	HGDP00998	Karitiana	AMR
hgdp	HGDP00999	Karitiana	AMR
hgdp	HGDP01001	Karitiana	AMR
hgdp	HGDP01009	Karitiana	AMR
hgdp	HGDP01010	Karitiana	AMR
hgdp	HGDP01012	Karitiana	AMR
hgdp	HGDP01013	Karitiana	AMR
hgdp	HGDP01014	Karitiana	AMR
hgdp	HGDP01015	Karitiana	AMR
hgdp	HGDP01018	Karitiana	AMR
hgdp	HGDP01019	Karitiana	AMR
hgdp	HGDP01021	Han	EAS
hgdp	HGDP01023	Han	EAS
hgdp	HGDP01027	Bougainville	OCE
hgdp	HGDP01028	BantuSouthAfrica	AFR
hgdp	HGDP01029	San	AFR
hgdp	HGDP01030	BantuSouthAfrica	AFR
hgdp	HGDP01031	BantuSouthAfrica	AFR
hgdp	HGDP01032	San	AFR
hgdp	HGDP01033	BantuSouthAfrica	AFR
hgdp	HGDP01034	BantuSouthAfrica	AFR
hgdp	HGDP01035	BantuSouthAfrica	AFR
hgdp	HGDP01036	San	AFR
hgdp	HGDP01037	Pima	AMR
hgdp	HGDP01041	Pima	AMR
hgdp	HGDP01043	Pima	AMR
hgdp	HGDP01044	Pima	AMR
hgdp	HGDP01047	Pima	AMR
hgdp	HGDP01050	Pima	AMR
hgdp	HGDP01053	Pima	AMR
hgdp	HGDP01055	Pima	AMR
hgdp	HGDP01056	Pima	AMR
hgdp	HGDP01057	Pima	AMR
hgdp	HGDP01058	Pima	AMR
hgdp	HGDP01059	Pima	AMR
hgdp	HGDP01060	Pima	AMR
hgdp	HGDP01062	Sardinian	EUR
hgdp	HGDP01063	Sardinian	EUR
hgdp	HGDP01064	Sardinian	EUR
hgdp	HGDP01065	Sardinian	EUR
hgdp	HGDP01066	Sardinian	EUR
hgdp	HGDP01067	Sardinian	EUR
hgdp	HGDP01068	Sardinian	EUR
hgdp	HGDP01069	Sardinian	EUR
hgdp	HGDP01070	Sardinian	EUR
hgdp	HGDP01071	Sardinian	EUR
hgdp	HGDP01072	Sardinian	EUR
hgdp	HGDP01073	Sardinian	EUR
hgdp	HGDP01074	Sardinian	EUR
hgdp	HGDP01075	Sardinian	EUR
hgdp	HGDP01076	Sardinian	EUR
hgdp	HGDP01077	Sardinian	EUR
hgdp	HGDP01078	Sardinian	EUR
hgdp	HGDP01079	Sardinian	EUR
hgdp	HGDP01081	Mbuti	AFR
hgdp	HGDP01086	Biaka	AFR
hgdp	HGDP01090	Biaka	AFR
hgdp	HGDP01094	Biaka	AFR
hgdp	HGDP01095	Tujia	EAS
hgdp	HGDP01096	Tujia	EAS
hgdp	HGDP01098	Tujia	EAS
hgdp	HGDP01099	Tujia	EAS
hgdp	HGDP01100	Tujia	EAS
hgdp	HGDP01101	Tujia	EAS
hgdp	HGDP01102	Tujia	EAS
hgdp	HGDP01103	Tujia	EAS
hgdp	HGDP01104	Tujia	EAS
hgdp	HGDP01149	BergamoItalian	EUR
hgdp	HGDP01151	BergamoItalian	EUR
hgdp	HGDP01152	BergamoItalian	EUR
hgdp	HGDP01153	BergamoItalian	EUR
hgdp	HGDP01155	BergamoItalian	EUR
hgdp	HGDP01156	BergamoItalian	EUR
hgdp	HGDP01157	BergamoItalian	EUR
hgdp	HGDP01161	Tuscan	EUR
hgdp	HGDP01162	Tuscan	EUR
hgdp	HGDP01163	Tuscan	EUR
hgdp	HGDP01164	Tuscan	EUR
hgdp	HGDP01166	Tuscan	EUR
hgdp	HGDP01167	Tuscan	EUR
hgdp	HGDP01168	Tuscan	EUR
hgdp	HGDP01169	Tuscan	EUR
hgdp	HGDP01171	BergamoItalian	EUR
hgdp	HGDP01172	BergamoItalian	EUR
hgdp	HGDP01173	BergamoItalian	EUR
hgdp	HGDP01174	BergamoItalian	EUR
hgdp	HGDP01177	BergamoItalian	EUR
hgdp	HGDP01179	Yi	EAS
hgdp	HGDP01180	Yi	EAS
hgdp	HGDP01181	Yi	EAS
hgdp	HGDP01182	Yi	EAS
hgdp	HGDP01183	Yi	EAS
hgdp	HGDP01184	Yi	EAS
hgdp	HGDP01185	Yi	EAS
hgdp	HGDP01186	Yi	EAS
hgdp	HGDP01187	Yi	EAS
hgdp	HGDP01188	Yi	EAS
hgdp	HGDP01189	Miao	EAS
hgdp	HGDP01190	Miao	EAS
hgdp	HGDP01191	Miao	EAS
hgdp	HGDP01192	Miao	EAS
hgdp	HGDP01193	Miao	EAS
hgdp	HGDP01194	Miao	EAS
hgdp	HGDP01195	Miao	EAS
hgdp	HGDP01196	Miao	EAS
hgdp	HGDP01197	Miao	EAS
hgdp	HGDP01198	Miao	EAS
hgdp	HGDP01199	Mandenka	AFR
hgdp	HGDP01200	Mandenka	AFR
hgdp	HGDP01201	Mandenka	AFR
hgdp	HGDP01202	Mandenka	AFR
hgdp	HGDP01203	Oroqen	EAS
hgdp	HGDP01204	Oroqen	EAS
hgdp	HGDP01205	Oroqen	EAS
hgdp	HGDP01206	Oroqen	EAS
hgdp	HGDP01207	Oroqen	EAS
hgdp	HGDP01208	Oroqen	EAS
hgdp	HGDP01209	Oroqen	EAS
hgdp	HGDP01211	Oroqen	EAS
hgdp	HGDP01212	Oroqen	EAS
hgdp	HGDP01213	Daur	EAS
hgdp	HGDP01214	Daur	EAS
hgdp	HGDP01215	Daur	EAS
hgdp	HGDP01216	Daur	EAS
hgdp	HGDP01217	Daur	EAS
hgdp	HGDP01218	Daur	EAS
hgdp	HGDP01220	Daur	EAS
hgdp	HGDP01221	Daur	EAS
hgdp	HGDP01222	Daur	EAS
hgdp	HGDP01223	Mongolian	EAS
hgdp	HGDP01224	Mongolian	EAS
hgdp	HGDP01225	Mongolian	EAS
hgdp	HGDP01227	Mongolian	EAS
hgdp	HGDP01228	Mongolian	EAS
hgdp	HGDP01229	Mongolian	EAS
hgdp	HGDP01230	Mongolian	EAS
hgdp	HGDP01231	Mongolian	EAS
hgdp	HGDP01232	Mongolian	EAS
hgdp	HGDP01233	Hezhen	EAS
hgdp	HGDP01234	Hezhen	EAS
hgdp	HGDP01236	Hezhen	EAS
hgdp	HGDP01237	Hezhen	EAS
hgdp	HGDP01238	Hezhen	EAS
hgdp	HGDP01239	Hezhen	EAS
hgdp	HGDP01240	Hezhen	EAS
hgdp	HGDP01241	Hezhen	EAS
hgdp	HGDP01242	Hezhen	EAS
hgdp	HGDP01243	Xibo	EAS
hgdp	HGDP01244	Xibo	EAS
hgdp	HGDP01245	Xibo	EAS
hgdp	HGDP01246	Xibo	EAS
hgdp	HGDP01247	Xibo	EAS
hgdp	HGDP01248	Xibo	EAS
hgdp	HGDP01249	Xibo	EAS
hgdp	HGDP01250	Xibo	EAS
hgdp	HGDP01251	Xibo	EAS
hgdp	HGDP01253	Mozabite	MEA
hgdp	HGDP01254	Mozabite	MEA
hgdp	HGDP01255	Mozabite	MEA
hgdp	HGDP01256	Mozabite	MEA
hgdp	HGDP01257	Mozabite	MEA
hgdp	HGDP01258	Mozabite	MEA
hgdp	HGDP01259	Mozabite	MEA
hgdp	HGDP01260	Mozabite	MEA
hgdp	HGDP01261	Mozabite	MEA
hgdp	HGDP01262	Mozabite	MEA
hgdp	HGDP01263	Mozabite	MEA
hgdp	HGDP01264	Mozabite	MEA
hgdp	HGDP01265	Mozabite	MEA
hgdp	HGDP01266	Mozabite	MEA
hgdp	HGDP01267	Mozabite	MEA
hgdp	HGDP01268	Mozabite	MEA
hgdp	HGDP01269	Mozabite	MEA
hgdp	HGDP01270	Mozabite	MEA
hgdp	HGDP01271	Mozabite	MEA
hgdp	HGDP01272	Mozabite	MEA
hgdp	HGDP01274	Mozabite	MEA
hgdp	HGDP01275	Mozabite	MEA
hgdp	HGDP01276	Mozabite	MEA
hgdp	HGDP01277	Mozabite	MEA
hgdp	HGDP01279	Mozabite	MEA
hgdp	HGDP01280	Mozabite	MEA
hgdp	HGDP01282	Mozabite	MEA
hgdp	HGDP01283	Mandenka	AFR
hgdp	HGDP01284	Mandenka	AFR
hgdp	HGDP01285	Mandenka	AFR
hgdp	HGDP01286	Mandenka	AFR
hgdp	HGDP01287	NorthernHan	EAS
hgdp	HGDP01288	NorthernHan	EAS
hgdp	HGDP01289	NorthernHan	EAS
hgdp	HGDP01290	NorthernHan	EAS
hgdp	HGDP01291	NorthernHan	EAS
hgdp	HGDP01292	NorthernHan	EAS
hgdp	HGDP01293	NorthernHan	EAS
hgdp	HGDP01294	NorthernHan	EAS
hgdp	HGDP01295	NorthernHan	EAS
hgdp	HGDP01296	NorthernHan	EAS
hgdp	HGDP01297	Uygur	CSA
hgdp	HGDP01298	Uygur	CSA
hgdp	HGDP01299	Uygur	CSA
hgdp	HGDP01300	Uygur	CSA
hgdp	HGDP01301	Uygur	CSA
hgdp	HGDP01302	Uygur	CSA
hgdp	HGDP01303	Uygur	CSA
hgdp	HGDP01304	Uygur	CSA
hgdp	HGDP01305	Uygur	CSA
hgdp	HGDP01306	Uygur	CSA
hgdp	HGDP01307	Dai	EAS
hgdp	HGDP01308	Dai	EAS
hgdp	HGDP01309	Dai	EAS
hgdp	HGDP01310	Dai	EAS
hgdp	HGDP01311	Dai	EAS
hgdp	HGDP01312	Dai	EAS
hgdp	HGDP01313	Dai	EAS
hgdp	HGDP01314	Dai	EAS
hgdp	HGDP01315	Dai	EAS
hgdp	HGDP01317	Lahu	EAS
hgdp	HGDP01318	Lahu	EAS
hgdp	HGDP01319	Lahu	EAS
hgdp	HGDP01320	Lahu	EAS
hgdp	HGDP01321	Lahu	EAS
hgdp	HGDP01322	Lahu	EAS
hgdp	HGDP01323	Lahu	EAS
hgdp	HGDP01326	Lahu	EAS
hgdp	HGDP01327	She	EAS
hgdp	HGDP01328	She	EAS
hgdp	HGDP01329	She	EAS
hgdp	HGDP01330	She	EAS
hgdp	HGDP01331	She	EAS
hgdp	HGDP01332	She	EAS
hgdp	HGDP01333	She	EAS
hgdp	HGDP01334	She	EAS
hgdp	HGDP01335	She	EAS
hgdp	HGDP01336	She	EAS
hgdp	HGDP01337	Naxi	EAS
hgdp	HGDP01338	Naxi	EAS
hgdp	HGDP01339	Naxi	EAS
hgdp	HGDP01340	Naxi	EAS
hgdp	HGDP01341	Naxi	EAS
hgdp	HGDP01342	Naxi	EAS
hgdp	HGDP01345	Naxi	EAS
hgdp	HGDP01346	Naxi	EAS
hgdp	HGDP01347	Tu	EAS
hgdp	HGDP01348	Tu	EAS
hgdp	HGDP01349	Tu	EAS
hgdp	HGDP01350	Tu	EAS
hgdp	HGDP01351	Tu	EAS
hgdp	HGDP01352	Tu	EAS
hgdp	HGDP01353	Tu	EAS
hgdp	HGDP01354	Tu	EAS
hgdp	HGDP01355	Tu	EAS
hgdp	HGDP01356	Tu	EAS
hgdp	HGDP01357	Basque	EUR
hgdp	HGDP01358	Basque	EUR
hgdp	HGDP01359	Basque	EUR
hgdp	HGDP01360	Basque	EUR
hgdp	HGDP01361	Basque	EUR
hgdp	HGDP01362	Basque	EUR
hgdp	HGDP01363	Basque	EUR
hgdp	HGDP01364	Basque	EUR
hgdp	HGDP01365	Basque	EUR
hgdp	HGDP01366	Basque	EUR
hgdp	HGDP01367	Basque	EUR
hgdp	HGDP01368	Basque	EUR
hgdp	HGDP01369	Basque	EUR
hgdp	HGDP01370	Basque	EUR
hgdp	HGDP01372	Basque	EUR
hgdp	HGDP01373	Basque	EUR
hgdp	HGDP01374	Basque	EUR
hgdp	HGDP01375	Basque	EUR
hgdp	HGDP01376	Basque	EUR
hgdp	HGDP01377	Basque	EUR
hgdp	HGDP01378	Basque	EUR
hgdp	HGDP01379	Basque	EUR
hgdp	HGDP01380	Basque	EUR
hgdp	HGDP01382	Adygei	EUR
hgdp	HGDP01383	Adygei	EUR
hgdp	HGDP01384	Adygei	EUR
hgdp	HGDP01385	Adygei	EUR
hgdp	HGDP01386	Adygei	EUR
hgdp	HGDP01387	Adygei	EUR
hgdp	HGDP01388	Adygei	EUR
hgdp	HGDP01396	Adygei	EUR
hgdp	HGDP01397	Adygei	EUR
hgdp	HGDP01398	Adygei	EUR
hgdp	HGDP01399	Adygei	EUR
hgdp	HGDP01400	Adygei	EUR
hgdp	HGDP01401	Adygei	EUR
hgdp	HGDP01402	Adygei	EUR
hgdp	HGDP01403	Adygei	EUR
hgdp	HGDP01404	Adygei	EUR
hgdp	HGDP01405	BantuKenya	AFR
hgdp	HGDP01406	BantuKenya	AFR
hgdp	HGDP01408	BantuKenya	AFR
hgdp	HGDP01411	BantuKenya	AFR
hgdp	HGDP01412	BantuKenya	AFR
hgdp	HGDP01414	BantuKenya	AFR
hgdp	HGDP01415	BantuKenya	AFR
hgdp	HGDP01416	BantuKenya	AFR
hgdp	HGDP01417	BantuKenya	AFR
hgdp	HGDP01418	BantuKenya	AFR
hgdp	HGDP01419	BantuKenya	AFR
sgdp	Y4	Yadava	SAS
sgdp	altai363p	Altaian	CAS
sgdp	ND15865	Polish	WEA
sgdp	HGDP01211	Oroqen	EAS
sgdp	Peru60	Quechua	AMR
sgdp	NA00726	Korean	EAS
sgdp	mixe0002	Mixe	AMR
sgdp	NA17377	Greek	WEA
sgdp	Ul31	Ulchi	CAS
sgdp	HGDP01344	Naxi	EAS
sgdp	Mansi79	Mansi	CAS
sgdp	HGDP01306	Uygur	EAS
sgdp	HGDP00737	Palestinian	WEA
sgdp	HGDP01402	Adygei	WEA
sgdp	HGDP01076	Sardinian	WEA
sgdp	Est375	Estonian	WEA
sgdp	HGDP00991	Ju|'hoan_North	AFR
sgdp	iran11	Iranian	WEA
sgdp	HGDP01350	Tu	EAS
sgdp	HGDP00461	Biaka	AFR
sgdp	Esk29	Eskimo_Chaplin	CAS
sgdp	BulgarianB4	Bulgarian	WEA
sgdp	Ayodo_430C	Luo	AFR
sgdp	IHW9193	Australian	OCE
sgdp	HGDP00725	Palestinian	WEA
sgdp	HGDP01286	Mandenka	AFR
sgdp	HGDP00706	Piapoco	AMR
sgdp	Ale14	Tlingit	CAS
sgdp	Armenian222	Armenian	WEA
sgdp	mixa0099	Mixtec	AMR
sgdp	NA11200	Quechua	AMR
sgdp	HGDP01401	Adygei	WEA
sgdp	TGBS21	Chane	AMR
sgdp	HGDP01095	Tujia	EAS
sgdp	Ul5	Ulchi	CAS
sgdp	Nlk1	Even	CAS
sgdp	Nlk18	Even	CAS
sgdp	HGDP01015	Karitiana	AMR
sgdp	IraqiJew4291	Iraqi_Jew	WEA
sgdp	NA15202	Hungarian	WEA
sgdp	HGDP01191	Miao	EAS
sgdp	HGDP00656	Bougainville	OCE
sgdp	HGDP00597	Druze	WEA
sgdp	NorthOssetia5	North_Ossetian	WEA
sgdp	mixe0007	Mixe	AMR
sgdp	ND19394	Korean	EAS
sgdp	Tuba19	Tubalar	CAS
