ID	Assembly_ID	Diversity Set: 447	Selection Set: 369	Population group in Selection analyses	See KING_relatives_allchr if not 0	Sex	Y chr haplogroup	Population	location	Country_of_origin	Continent_region_of_origin	Subregion	Language group	comment	x (rounded for privacy reasons)	y (rounded for privacy reasons)	sample_type	CG_metrics	Unusual_metrics_Junctions	Unusual_metrics_MEIs	Unusual_metrics_SVs	Unusual_metrics_RepeatRegionSNPs	Unusual_metrics_CNVs	publication	dbSNP_version	CG-software version	CG-software format version	ID_chipdata	ID_chipdata_from_data	ID_chipdata_chip_duplicate or pedigree ID for estonians	CG_Sample_ID	Deliverable_ID	Assembly_ID	diversity and selection	approximate #  makers on chip	Illumina bead chip version
CoskK1	GS000016186-ASM	1	0		0	male	N3a4	Cossacks_Kuban	Kuban	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	approximate	45	38.7	blood	normal						this study	135	2.2.0.26	2.2	COS2066_cossac_Kuban	COS2066_cossac_Kuban		GS01562-DNA_C06	GS000020401-DID	GS000016186-ASM	TRUE	1 000 000	HumanOmni1-Quad
CoskK2	GS000035179-ASM	1	1	E&N Europe	0	male	R1a1c	Cossacks_Kuban	Kuban	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		45	39	blood	Unusal_metrics	1	1	0	0	1	this study	137	2.4.0.43	2.4	K-Cossack-2006	K-Cossack-2006		GS01548-DNA_C07	GS000035492-DID	GS000035179-ASM	TRUE	730 000	HumanOmniExpress
croat16	GS000015871-ASM	1	1	S&W Europe	0	female		Croats	Lug_Zepce 	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Balto-Slavic/Slavic/South		44.5	18.1	blood	normal						this study	135	2.2.0.26	2.2	croatBHCB16_1m	croatBHCB16_1m		GS01562-DNA_D01	GS000020362-DID	GS000015871-ASM	TRUE	1 000 000	HumanOmni1-Quad
croat11	GS000015872-ASM	1	1	S&W Europe	0	male	Q1d	Croats	Mostar	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Balto-Slavic/Slavic/South		43.3	17.8	blood	normal						this study	135	2.2.0.26	2.2	croatBHCHZ11_1m	croatBHCHZ11_1m		GS01562-DNA_E01	GS000020363-DID	GS000015872-ASM	TRUE	1 000 000	HumanOmni1-Quad
croat13	GS000015873-ASM	1	1	S&W Europe	0	male	I2a	Croats	Duge_Grude	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Balto-Slavic/Slavic/South		43.4	17.4	blood	normal						this study	135	2.2.0.26	2.2	croatBHCHZ13_1m	croatBHCHZ13_1m		GS01562-DNA_F01	GS000020364-DID	GS000015873-ASM	TRUE	1 000 000	HumanOmni1-Quad
croat12	GS000013754-ASM	1	1	S&W Europe	0	male	I2a	Croats	Ponijevo_Zepce	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Balto-Slavic/Slavic/South		44.5	18	blood	normal						this study	135	2.2.0.26	2.2	croatBHCB12_1m	croatBHCB12_1m		GS01567-DNA_A10	GS000018429-DID	GS000013754-ASM	TRUE	1 000 000	HumanOmni1-Quad
Est6	GS000017208-ASM	1	1	E&N Europe	0	male	N3a3b	Estonians	Pühalepa vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		59	22.8	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T01_F	GS01565-DNA_H09	GS000021495-DID	GS000017208-ASM	TRUE		
Est2	GS000017210-ASM	1	1	E&N Europe	0	male	N3a3a	Estonians	Rõuge vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		57.7	26.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T06_F	GS01565-DNA_B10	GS000021497-DID	GS000017210-ASM	TRUE		
Est3	GS000017209-ASM	1	1	E&N Europe	0	female		Estonians	Vastseliina vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		57.7	27.3	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T06_M	GS01565-DNA_A10	GS000021496-DID	GS000017209-ASM	TRUE		
Est4	GS000017206-ASM	1	1	E&N Europe	0	male	E2a1	Estonians	Jõgeva vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		58.8	26.4	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T11_F	GS01565-DNA_F09	GS000021493-DID	GS000017206-ASM	TRUE		
Est5	GS000016919-ASM	1	1	E&N Europe	0	male		Estonians	Kolga-Jaani vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		58.5	25.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T39_F	GS01565-DNA_F11	GS000021509-DID	GS000016919-ASM	TRUE		
Est1	GS000017199-ASM	1	1	E&N Europe	0	female		Estonians	Kõlleste vald	Estonia	Europe	Northern Europe	Uralic/FennoUgric/Fennic		58.1	26.8	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_A09	GS000021488-DID	GS000017199-ASM	TRUE		
Fin1	GS000016894-ASM	1	1	E&N Europe	0	female		Finnish		Finland	Europe	Northern Europe	Uralic/FennoUgric/Fennic	approximate_but_born_in_Tallinn	60.9	23.4	blood	normal						this study	135	2.2.0.26	2.2	Finland76	Finland76		GS01565-DNA_F06	GS000021469-DID	GS000016894-ASM	TRUE	660 000	Human660W-Quad v1.0
Fin2	GS000016895-ASM	1	1	E&N Europe	0	female		Finnish		Finland	Europe	Northern Europe	Uralic/FennoUgric/Fennic	approximate_but_born_in_Rakvere	60.9	23.4	blood	normal						this study	135	2.2.0.26	2.2	Finland86	Finland86	finn_V2451	GS01565-DNA_G06	GS000021470-DID	GS000016895-ASM	TRUE	660 000	Human660W-Quad v1.0
Fin3	GS000018756-ASM	1	1	E&N Europe	0	male		Finnish		Finland	Europe	Northern Europe	Uralic/FennoUgric/Fennic	approximate_probably_born_in_Finland	60.9	23.4	blood	normal						this study	135	2.2.0.26	2.2	Finland87	Finland87		GS01565-DNA_H06	GS000021471-DID	GS000018756-ASM	TRUE	660 000	Human660W-Quad v1.0
Fra1	GS000015229-ASM	1	1	S&W Europe	0	male	R1b3	French		France	Europe	Western Europe	Indo-European/Italic/Romance/Italo-Western/Gallo-Romance	Approximate coordinates of population gravity centre / capital	48.9	2.4	NA	No info						Personal genomes project	132	2.0.4.14	2	NA					GS000015229-ASM	TRUE		
Ger1	GS000016892-ASM	1	1	S&W Europe	0	female		Germans	Western-Europe	Germany	Europe	Western Europe	Indo-European/Germanic	approximate_probably_born_in_Germany	52.5	10.1	blood	normal						this study	135	2.2.0.26	2.2	German13	German13		GS01565-DNA_D06	GS000021467-DID	GS000016892-ASM	TRUE	660 000	Human660W-Quad v1.0
Ger2	GS000016893-ASM	1	1	S&W Europe	0	female		Germans	Western-Europe	Germany	Europe	Western Europe	Indo-European/Germanic	approximate_germany_actual_birthplace_Järvamaa	52.5	10.1	blood	normal						this study	135	2.2.0.26	2.2	German16	German16		GS01565-DNA_E06	GS000021468-DID	GS000016893-ASM	TRUE	660 000	Human660W-Quad v1.0
Ger3	GS000016891-ASM	1	1	S&W Europe	1	male	R1b3	Germans	Western-Europe	Germany	Europe	Western Europe	Indo-European/Germanic	approximate_germany_actual_birthplace_Sverdlovskoe_oblast	52.5	10.1	blood	normal						this study	135	2.2.0.26	2.2	German6	german_V01118	German6	GS01565-DNA_C06	GS000021466-DID	GS000016891-ASM	TRUE	660 000	Human660W-Quad v1.0
Ger4	GS000011812-ASM	1	1	S&W Europe	0	female		Germans	Western-Europe	Germany	Europe	Western Europe	Indo-European/Germanic	Approximate coordinates of population gravity centre / capital	52.5	13.4	NA	No info						Personal genomes project	132	2.0.2.26	2	NA					GS000011812-ASM	TRUE		
Hun1	GS000016902-ASM	1	1	S&W Europe	0	female		Hungarians		Hungary	Europe	Eastern Europe	Uralic/FennoUgric/Ugrian	approximate	47.4	19	blood	normal						this study	135	2.2.0.26	2.2	hungarian_V11779	hungarian_V11779		GS01565-DNA_H07	GS000021479-DID	GS000016902-ASM	TRUE	1 000 000	HumanOmni1-Quad
Hun2	GS000016901-ASM	1	1	S&W Europe	0	male	I1a	Hungarians	Rakkhiv_district in Ukraine	Ukraine	Europe	Eastern Europe	Uralic/FennoUgric/Ugrian	Bohdan_Rakhiv_Zakarpats'ka_oblast_Ukraine	48	24.3	blood	normal						this study	135	2.2.0.26	2.2	hungarian_V00672	hungarian_V00672		GS01565-DNA_G07	GS000021478-DID	GS000016901-ASM	TRUE	1 000 000	HumanOmni1-Quad
Hun4	GS000015181-ASM	1	1	S&W Europe	0	female		Hungarians		Hungary	Europe	Eastern Europe	Uralic/FennoUgric/Ugrian	Approximate coordinates of population gravity centre / capital	47.5	19	NA	No info						Personal genomes project	132	2.0.4.14	2	NA					GS000015181-ASM	TRUE		
Ingr1	GS000016896-ASM	1	1	E&N Europe	0	female		Ingrians		Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic	approximate	60.5	29.6	blood	normal						this study	135	2.2.0.26	2.2	V24378_ingerian	ingerian_V24378	V24378_ingerian	GS01565-DNA_A07	GS000021472-DID	GS000016896-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ingr2	GS000017197-ASM	1	1	E&N Europe	0	female		Ingrians	Tsalina	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic	Chalna_Republic_of_Karelia	61.9	34.1	blood	normal						this study	135	2.2.0.26	2.2	V06336_ingerian	ingerian_V06336	V6336_ingerian	GS01565-DNA_B07	GS000021473-DID	GS000017197-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ingr3	GS000016897-ASM	1	1	E&N Europe	0	female		Ingrians		Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic	approximate	60.5	29.6	blood	normal						this study	135	2.2.0.26	2.2	ingerian_V33586	ingerian_V33586		GS01565-DNA_C07	GS000021474-DID	GS000016897-ASM	TRUE	1 000 000	HumanOmni1-Quad
TSI_1	NA20502-200-37-ASM	1	1	S&W Europe	0	female		Italians	Tuscany	Italy	Europe	Southern Europe	Indo-European/Italic/Romance/Italo-Western		43.6	11	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA20502-200-37-ASM	TRUE		
TSI_2	NA20509-200-37-ASM	1	1	S&W Europe	0	male	R1b1	Italians	Tuscany	Italy	Europe	Southern Europe	Indo-European/Italic/Romance/Italo-Western		43.6	11	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA20509-200-37-ASM	TRUE		
TSI_3	NA20510-200-37-ASM	1	1	S&W Europe	0	male	E2a1	Italians	Tuscany	Italy	Europe	Southern Europe	Indo-European/Italic/Romance/Italo-Western		43.6	11	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA20510-200-37-ASM	TRUE		
TSI_4	NA20511-200-37-ASM	1	1	S&W Europe	0	male	I1a	Italians	Tuscany	Italy	Europe	Southern Europe	Indo-European/Italic/Romance/Italo-Western		43.6	11	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA20511-200-37-ASM	TRUE		
Karel1	GS000013765-ASM	1	1	E&N Europe	0	male	R1a1a	Karelians	Karelia_Vidlica	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic		61.2	32.4	blood	normal						this study	135	2.2.0.26	2.2	karelian7_1m	karelian7_1m		GS01567-DNA_H11	GS000018444-DID	GS000013765-ASM	TRUE	1 000 000	HumanOmni1-Quad
Karel2	GS000016970-ASM	1	1	E&N Europe	0	male	R1a1a	Karelians	Karelia	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic		64.2	32.2	blood	normal						this study	135	2.2.0.26	2.2	karelia10	karelia10		GS01565-DNA_C04	GS000021450-DID	GS000016970-ASM	TRUE	610 000	Human610-Quad v 1.0
Karel3	GS000035149-ASM	1	1	E&N Europe	0	male	N3a4	Karelians	Karelia	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic	approximate location (Karelia)	63.1	33	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G04	GS000035472-DID	GS000035149-ASM	TRUE		
Komi1	GS000014328-ASM	1	0		0	male	I1c	Komis	Komi_republic_Troitsko-Pechorsky	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		62.6	58	blood	Unusal_metrics	1	1	1	1	1	this study	135	2.2.0.26	2.2	komi26_1m	komi26_1m		GS01567-DNA_G01	GS000018363-DID	GS000014328-ASM	TRUE	1 000 000	HumanOmni1-Quad
Komi2	GS000035018-ASM	1	0		1	male	R1a1a	Komis		Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic	Zyrian approximate coordinates	64.3	54.5	blood	normal						this study	137	2.4.0.43	2.4	komi39_1m	komi39_1m		GS01548-DNA_D01	GS000035445-DID	GS000035018-ASM	TRUE	1 000 000	HumanOmni1-Quad
Kryash5	GS000015876-ASM	1	1	Volga-Ural	0	female		Kryashen-Tatars	Tatarstan_Laishevo	Russia	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar		55.4	49.5	blood	normal						this study	135	2.2.0.26	2.2	kryashen5_1m	kryashen5_1m		GS01562-DNA_A02	GS000020367-DID	GS000015876-ASM	TRUE	1 000 000	HumanOmni1-Quad
Kryash8	GS000015877-ASM	1	1	Volga-Ural	0	female		Kryashen-Tatars	Tatarstan_Tomsk	Russia	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar	Born in Tomsk Distr. Resident in Laishevo	58.5	82.2	blood	normal						this study	135	2.2.0.26	2.2	kryashen8_1m	kryashen8_1m		GS01562-DNA_B02	GS000020368-DID	GS000015877-ASM	TRUE	1 000 000	HumanOmni1-Quad
Kryash4	GS000015875-ASM	1	1	Volga-Ural	0	male	J2a2	Kryashen-Tatars	Tatarstan_Eryksa	Russia	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar		55.9	51.2	blood	normal						this study	135	2.2.0.26	2.2	kryashen4_1m	kryashen4_1m		GS01562-DNA_H01	GS000020366-DID	GS000015875-ASM	TRUE	1 000 000	HumanOmni1-Quad
Lat1	GS000016903-ASM	1	1	E&N Europe	0	female		Latvians		Latvia	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	approximate	57	24.4	blood	normal						this study	135	2.2.0.26	2.2	latvian_V45318	latvian_V45318		GS01565-DNA_A08	GS000021480-DID	GS000016903-ASM	TRUE	1 000 000	HumanOmni1-Quad
Lat2	GS000035027-ASM	1	1	E&N Europe	0	male	N3a3a	Latvians	Cesis	Latvia	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	parents from Cesis and Jelgava_Liepaja. Coordinates are approximate of those of parents	56.9	24.5	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G02	GS000035456-DID	GS000035027-ASM	TRUE		
Lat3	GS000035148-ASM	1	1	E&N Europe	0	male	N3a3a	Latvians	Dobele	Latvia	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	parents from Kurzeme and Zemgale regions. Cooordinates are of birthplace which is inbetween of parents origins	56.6	23.3	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_H02	GS000035457-DID	GS000035148-ASM	TRUE		
Lit1	GS000016905-ASM	1	1	E&N Europe	0	female		Lithuanians		Lithuania	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	approximate	55.3	24	blood	normal						this study	135	2.2.0.26	2.2	lithuanian_V34846	lithuanian_V34846		GS01565-DNA_C08	GS000021482-DID	GS000016905-ASM	TRUE	1 000 000	HumanOmni1-Quad
Lit2	GS000016904-ASM	1	1	E&N Europe	0	male	I2a	Lithuanians		Lithuania	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	approximate	55.3	24	blood	normal						this study	135	2.2.0.26	2.2	lithuanian_V13898	lithuanian_V13898		GS01565-DNA_B08	GS000021481-DID	GS000016904-ASM	TRUE	1 000 000	HumanOmni1-Quad
Lit3	GS000035040-ASM	1	1	E&N Europe	0	female		Lithuanians		Lithuania	Europe	Northern Europe	Indo-European/Balto-Slavic/Baltic	approximate location (Lithuania)	55.4	23.9	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_E04	GS000035470-DID	GS000035040-ASM	TRUE		
Mari1	GS000014331-ASM	1	1	Volga-Ural	0	male	N3a1	Maris	Bashkortostan_Novoakbulatovo	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		55.4	56	blood	normal						this study	135	2.2.0.26	2.2	mari30_1m	mari30_1m		GS01567-DNA_F02	GS000018370-DID	GS000014331-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mari2	GS000015715-ASM	1	1	Volga-Ural	0	male	N3a1	Maris	Bashkortostan_Novoakbulatovo	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		55.4	56	blood	Unusal_metrics	1	1	0	1	1	this study	135	2.2.0.26	2.2	mari37_1m	mari37_1m		GS01567-DNA_G02	GS000018371-DID	GS000015715-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mari3	GS000014332-ASM	1	1	Volga-Ural	0	male	N2a1	Maris	Bashkortostan_Kameevo	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		55.5	56.1	blood	normal						this study	135	2.2.0.26	2.2	mari39_1m	mari39_1m		GS01567-DNA_H02	GS000018372-DID	GS000014332-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mari4	GS000035031-ASM	1	1	Volga-Ural	0	female		Maris	Iskush	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic	Maris comprise 94% of Iskush (Dyurtyulinsky District in Bashkortostan) according to Census 2002 	55.6	54.9	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_D03	GS000035461-DID	GS000035031-ASM	TRUE		
TatarM1	GS000013763-ASM	1	1	Volga-Ural	0	male	E2a1	Mishar-Tatars	Tatarstan_Cheremshansky	Russia	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar		54.8	51.4	blood	normal						this study	135	2.2.0.26	2.2	tatarmishar12_1m	tatarmishar12_1m		GS01567-DNA_C11	GS000018439-DID	GS000013763-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mold2	GS000016900-ASM	1	1	S&W Europe	0	female		Moldavians		Moldavia	Europe	Eastern Europe	Indo-European/Italic/Romance/Eastern	approximate	47.1	28.7	blood	normal						this study	135	2.2.0.26	2.2	moldavian_V49937	moldavian_V49937		GS01565-DNA_F07	GS000021477-DID	GS000016900-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mold3	GS000016899-ASM	1	1	S&W Europe	0	male	G2a1	Moldavians		Moldavia	Europe	Eastern Europe	Indo-European/Italic/Romance/Eastern	approximate	47.1	28.7	blood	normal						this study	135	2.2.0.26	2.2	moldavian_V48759	moldavian_V48759		GS01565-DNA_E07	GS000021476-DID	GS000016899-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mord1	GS000015874-ASM	1	0		0	male	R1b3	Mordvins	Mordovia_Torbeyevsky	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Mordva	Moksha	54.1	43.3	blood	normal						this study	135	2.2.0.26	2.2	mordvin41_1m	mordvin41_1m		GS01562-DNA_G01	GS000020365-DID	GS000015874-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mord2	GS000014330-ASM	1	0		0	male	R1a1c	Mordvins	Mordovia_Chamzinsky	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Mordva		54.4	45.8	blood	normal						this study	135	2.2.0.26	2.2	mordvin44_1m	mordvin44_1m		GS01567-DNA_D02	GS000018368-DID	GS000014330-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mord3	GS000013698-ASM	1	0		0	male	I1c	Mordvins	Mordovia_Batushevo	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Mordva	Erzya	54.6	46.1	blood	normal						this study	135	2.2.0.26	2.2	mordvin66_1m	mordvin66_1m		GS01567-DNA_E02	GS000018369-DID	GS000013698-ASM	TRUE	1 000 000	HumanOmni1-Quad
CEU_1	NA06985-200-37-ASM	1	1	S&W Europe	0	female		NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	Utah_residents_with_Northern_and_Western_European_ancestry_from_the_CEPH_collection	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA06985-200-37-ASM	TRUE		
CEU_5	NA12004-200-37-ASM	1	1	S&W Europe	0	female		NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	Utah_residents_with_Northern_and_Western_European_ancestry_from_the_CEPH_collection	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA12004-200-37-ASM	TRUE		
CEPH_14	NA12890-200-37-ASM	1	1	S&W Europe	12	female		NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	CEPH_Utah_Pedigree_1463_13_coordinates are arbitrary	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA12890-200-37-ASM	TRUE		
CEPH_16	NA12892-L2-200-37-ASM	1	1	S&W Europe	12	female		NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	CEPH_Utah_Pedigree_1463_13_coordinates are arbitrary	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA12892-L2-200-37-ASM	TRUE		
CEU_2	NA06994-200-37-ASM	1	1	S&W Europe	0	male	I1a	NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	Utah_residents_with_Northern_and_Western_European_ancestry_from_the_CEPH_collection	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA06994-200-37-ASM	TRUE		
CEU_3	NA07357-200-37-ASM	1	1	S&W Europe	0	male	R1b1	NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	Utah_residents_with_Northern_and_Western_European_ancestry_from_the_CEPH_collection	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA07357-200-37-ASM	TRUE		
CEU_4	NA10851-200-37-ASM	1	1	S&W Europe	0	male	R1b2	NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	Utah_residents_with_Northern_and_Western_European_ancestry_from_the_CEPH_collection	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA10851-200-37-ASM	TRUE		
CEPH_13	NA12889-L2-200-37-ASM	1	1	S&W Europe	12	male	R1b5	NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	CEPH_Utah_Pedigree_1463_13_coordinates are arbitrary	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA12889-L2-200-37-ASM	TRUE		
CEPH_15	NA12891-200-37-ASM	1	1	S&W Europe	12	male	I1c	NW-Europeans	NW_Europe	NW_Europe	Europe	Western Europe	Indo-European/Germanic	CEPH_Utah_Pedigree_1463_13_coordinates are arbitrary	53.4	6.5	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA					NA12891-200-37-ASM	TRUE		
Pole1	GS000016888-ASM	1	1	E&N Europe	0	female		Poles		Poland	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/West	approximate_but_born_in_Kohtla_Järve	52.5	20.8	blood	normal						this study	135	2.2.0.26	2.2	Poland137	Poland137	polish_V2873	GS01565-DNA_H05	GS000021463-DID	GS000016888-ASM	TRUE	660 000	Human660W-Quad v1.0
Pole2	GS000016889-ASM	1	1	E&N Europe	0	female		Poles		Poland	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/West	approximate	52.5	20.8	blood	normal						this study	135	2.2.0.26	2.2	Poland141	Poland141		GS01565-DNA_A06	GS000021464-DID	GS000016889-ASM	TRUE	660 000	Human660W-Quad v1.0
Pole3	GS000016890-ASM	1	1	E&N Europe	0	female		Poles		Poland	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/West	approximate	52.5	20.8	blood	normal						this study	135	2.2.0.26	2.2	Poland150	Poland150		GS01565-DNA_B06	GS000021465-DID	GS000016890-ASM	TRUE	660 000	Human660W-Quad v1.0
Pole4	GS000015869-ASM	1	1	E&N Europe	0	female		Poles	Wroclaw	Poland	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/West		51.1	17	blood	normal						this study	135	2.2.0.26	2.2	pole12p_1m	pole12p_1m		GS01562-DNA_B01	GS000020360-DID	GS000015869-ASM	TRUE	1 000 000	HumanOmni1-Quad
Pole5	GS000016372-ASM	1	1	E&N Europe	0	male	G2a2	Poles		Poland	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/West	Approximate coordinates of population gravity centre / capital	52.2	21	NA	No info						Personal genomes project	132	2.0.4.14	2	NA					GS000016372-ASM	TRUE		
Port1	GS000015233-ASM	1	0		0	male	R1b3	Portugese		Portugal	Europe	Southern Europe	Indo-European/Italic/Romance/Italo-Western/Ibero-Romance	Approximate coordinates of population gravity centre / capital	38.7	-9	NA	No info						Personal genomes project	132	2.0.4.14	2	NA					GS000015233-ASM	TRUE		
RomBH1	GS000015870-ASM	1	0		1	female		Roma	Zavidovici	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Indo-Iranian	3rd degree relative with RomaBH5	44.4	18.1	blood	normal						this study	135	2.2.0.26	2.2	romaBH1_1m	romaBH1_1m		GS01562-DNA_C01	GS000020361-DID	GS000015870-ASM	TRUE	1 000 000	HumanOmni1-Quad
RomBH2	GS000014325-ASM	1	0		0	female		Roma	Zavidovici	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Indo-Iranian		44.4	18.1	blood	normal						this study	135	2.2.0.26	2.2	romaBH2_1m	romaBH2_1m		GS01567-DNA_D01	GS000018360-DID	GS000014325-ASM	TRUE	1 000 000	HumanOmni1-Quad
RomBH5	GS000014352-ASM	1	0		1	female		Roma	Zavidovici	Bosnia-Herzegovina	Europe	Southern Europe	Indo-European/Indo-Iranian	3rd degree relative with RomaBH1	44.4	18.1	blood	normal						this study	135	2.2.0.26	2.2	romaBH5_1m	romaBH5_1m		GS01567-DNA_E01	GS000018361-DID	GS000014352-ASM	TRUE	1 000 000	HumanOmni1-Quad
Rus1	GS000017202-ASM	1	1	E&N Europe	0	female		Russians		Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	approximate	58.9	25.7	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE	Est_T14_M	GS01565-DNA_D09	GS000021491-DID	GS000017202-ASM	TRUE		
RusRz1	GS000016797-ASM	1	1	E&N Europe	0	male	R1a1b	Russians-Central	Rjazan	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		54.6	39.7	blood	normal						this study	135	2.2.0.26	2.2	GRC12124552	GRC12124552		GS01565-DNA_C01	GS000021426-DID	GS000016797-ASM	TRUE	730 000	HumanOmniExpress
RusKU1	GS000035242-ASM	1	1	E&N Europe	0	female		Russians-Central	Kostroma_Ural	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	parents and grandparents from Kostroma and Omsk. Coordinates are averages of these	56.4	57.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_C09	GS000035508-DID	GS000035242-ASM	TRUE		
