source	sample	population	superpopulation
1000g	NA07014	CEU	EUR
1000g	HG04176	BEB	SAS
1000g	NA07019	CEU	EUR
1000g	HG04183	BEB	SAS
1000g	HG04090	ITU	SAS
1000g	HG04188	BEB	SAS
1000g	HG04115	STU	SAS
1000g	HG04001	ITU	SAS
1000g	HG04122	STU	SAS
1000g	HG04006	STU	SAS
1000g	HG04127	STU	SAS
1000g	HG04018	ITU	SAS
1000g	HG04134	BEB	SAS
1000g	HG04020	ITU	SAS
1000g	NA07045	CEU	EUR
1000g	HG04025	ITU	SAS
1000g	NA07348	CEU	EUR
1000g	HG04140	BEB	SAS
1000g	NA10839	CEU	EUR
1000g	HG04152	BEB	SAS
1000g	NA10846	CEU	EUR
1000g	HG04157	BEB	SAS
1000g	HG04141	BEB	SAS
1000g	HG03940	BEB	SAS
1000g	HG04146	BEB	SAS
1000g	HG03945	STU	SAS
1000g	HG04153	BEB	SAS
1000g	NA18534	CHB	EAS
1000g	HG04158	BEB	SAS
1000g	NA18539	CHB	EAS
1000g	HG04160	BEB	SAS
1000g	NA18541	CHB	EAS
1000g	HG04204	STU	SAS
1000g	NA18546	CHB	EAS
1000g	HG04209	ITU	SAS
1000g	NA18553	CHB	EAS
1000g	HG04211	ITU	SAS
1000g	NA18558	CHB	EAS
1000g	HG04216	ITU	SAS
1000g	NA18560	CHB	EAS
1000g	HG04177	BEB	SAS
1000g	NA18565	CHB	EAS
1000g	HG04184	BEB	SAS
1000g	NA18572	CHB	EAS
1000g	HG04189	BEB	SAS
1000g	NA18577	CHB	EAS
1000g	HG04191	BEB	SAS
1000g	NA18591	CHB	EAS
1000g	HG03965	ITU	SAS
1000g	NA18596	CHB	EAS
1000g	NA18609	CHB	EAS
1000g	HG03977	ITU	SAS
1000g	NA18611	CHB	EAS
1000g	HG03989	STU	SAS
1000g	NA18616	CHB	EAS
1000g	HG03991	STU	SAS
1000g	NA18623	CHB	EAS
1000g	HG04038	STU	SAS
1000g	NA18628	CHB	EAS
1000g	NA18630	CHB	EAS
1000g	HG04076	ITU	SAS
1000g	NA18635	CHB	EAS
1000g	HG04002	ITU	SAS
1000g	NA18642	CHB	EAS
1000g	HG04014	ITU	SAS
1000g	NA18647	CHB	EAS
1000g	HG04019	ITU	SAS
1000g	NA10852	CEU	EUR
1000g	HG04026	ITU	SAS
1000g	NA10857	CEU	EUR
1000g	HG04033	STU	SAS
1000g	NA10864	CEU	EUR
1000g	NA12878	CEU	EUR
1000g	NA11829	CEU	EUR
1000g	NA12892	CEU	EUR
1000g	NA11831	CEU	EUR
1000g	NA18484	YRI	AFR
1000g	NA11843	CEU	EUR
1000g	NA18489	YRI	AFR
1000g	NA11881	CEU	EUR
1000g	NA18504	YRI	AFR
1000g	NA11893	CEU	EUR
1000g	NA11918	CEU	EUR
1000g	NA18511	YRI	AFR
1000g	NA11920	CEU	EUR
1000g	NA18516	YRI	AFR
1000g	NA11932	CEU	EUR
1000g	NA18523	YRI	AFR
1000g	NA11994	CEU	EUR
1000g	NA18528	CHB	EAS
1000g	NA12005	CEU	EUR
1000g	NA18530	CHB	EAS
1000g	NA12877	CEU	EUR
1000g	NA18535	CHB	EAS
1000g	NA12889	CEU	EUR
1000g	NA18542	CHB	EAS
1000g	NA12891	CEU	EUR
1000g	NA18547	CHB	EAS
1000g	NA18488	YRI	AFR
1000g	NA18559	CHB	EAS
1000g	NA18503	YRI	AFR
1000g	NA18561	CHB	EAS
1000g	NA18508	YRI	AFR
1000g	NA18566	CHB	EAS
1000g	NA18510	YRI	AFR
1000g	NA18573	CHB	EAS
1000g	NA18515	YRI	AFR
1000g	NA18592	CHB	EAS
1000g	NA18522	YRI	AFR
1000g	NA18597	CHB	EAS
1000g	NA18605	CHB	EAS
1000g	NA12707	CEU	EUR
1000g	NA18612	CHB	EAS
1000g	NA12740	CEU	EUR
1000g	NA18617	CHB	EAS
1000g	NA12752	CEU	EUR
1000g	NA18624	CHB	EAS
1000g	NA12776	CEU	EUR
1000g	NA18629	CHB	EAS
1000g	NA12815	CEU	EUR
1000g	NA18631	CHB	EAS
1000g	NA12827	CEU	EUR
1000g	NA18636	CHB	EAS
1000g	NA12865	CEU	EUR
1000g	NA18643	CHB	EAS
1000g	NA12872	CEU	EUR
1000g	NA18648	CHB	EAS
1000g	NA12043	CEU	EUR
1000g	NA18908	YRI	AFR
1000g	NA12144	CEU	EUR
1000g	NA18910	YRI	AFR
1000g	NA12156	CEU	EUR
1000g	NA18915	YRI	AFR
1000g	NA12264	CEU	EUR
1000g	NA18934	YRI	AFR
1000g	NA12283	CEU	EUR
1000g	NA18939	JPT	EAS
1000g	NA12341	CEU	EUR
1000g	NA18941	JPT	EAS
1000g	NA12485	CEU	EUR
1000g	NA18946	JPT	EAS
1000g	NA07037	CEU	EUR
1000g	NA18953	JPT	EAS
1000g	NA07051	CEU	EUR
1000g	NA18960	JPT	EAS
1000g	NA07056	CEU	EUR
1000g	NA18965	JPT	EAS
1000g	NA07347	CEU	EUR
1000g	NA10838	CEU	EUR
1000g	NA10860	CEU	EUR
1000g	NA10840	CEU	EUR
1000g	NA10865	CEU	EUR
1000g	NA10845	CEU	EUR
1000g	NA11832	CEU	EUR
1000g	NA18748	CHB	EAS
1000g	NA11882	CEU	EUR
1000g	NA18856	YRI	AFR
1000g	NA11894	CEU	EUR
1000g	NA18863	YRI	AFR
1000g	NA11919	CEU	EUR
1000g	NA18868	YRI	AFR
1000g	NA11933	CEU	EUR
1000g	NA18870	YRI	AFR
1000g	NA11995	CEU	EUR
1000g	NA18875	YRI	AFR
1000g	NA12006	CEU	EUR
1000g	HG04222	ITU	SAS
1000g	NA12044	CEU	EUR
1000g	HG04227	STU	SAS
1000g	NA12056	CEU	EUR
1000g	HG04239	ITU	SAS
1000g	NA12145	CEU	EUR
1000g	NA06995	CEU	EUR
1000g	NA12234	CEU	EUR
1000g	HG04195	BEB	SAS
1000g	NA12239	CEU	EUR
1000g	NA12272	CEU	EUR
1000g	HG04210	STU	SAS
1000g	NA12335	CEU	EUR
1000g	HG04215	STU	SAS
1000g	NA12342	CEU	EUR
1000g	NA19037	LWK	AFR
1000g	NA12347	CEU	EUR
1000g	NA12400	CEU	EUR
1000g	NA19056	JPT	EAS
1000g	NA19063	JPT	EAS
1000g	NA12739	CEU	EUR
1000g	NA19068	JPT	EAS
1000g	NA12753	CEU	EUR
1000g	NA19070	JPT	EAS
1000g	NA12760	CEU	EUR
1000g	NA19075	JPT	EAS
1000g	NA12777	CEU	EUR
1000g	NA19082	JPT	EAS
1000g	NA12828	CEU	EUR
1000g	NA19087	JPT	EAS
1000g	NA12830	CEU	EUR
1000g	NA19094	YRI	AFR
1000g	NA12842	CEU	EUR
1000g	NA19099	YRI	AFR
1000g	NA12873	CEU	EUR
1000g	NA19222	YRI	AFR
1000g	NA19026	LWK	AFR
1000g	NA19239	YRI	AFR
1000g	NA19038	LWK	AFR
1000g	NA19258	YRI	AFR
1000g	NA19057	JPT	EAS
1000g	NA19309	LWK	AFR
1000g	NA19064	JPT	EAS
1000g	NA19076	JPT	EAS
1000g	NA19316	LWK	AFR
1000g	NA19083	JPT	EAS
1000g	NA19323	LWK	AFR
1000g	NA19088	JPT	EAS
1000g	NA19328	LWK	AFR
1000g	NA19090	JPT	EAS
1000g	NA19347	LWK	AFR
1000g	NA19095	YRI	AFR
1000g	NA18749	CHB	EAS
1000g	NA19378	LWK	AFR
1000g	NA18852	YRI	AFR
1000g	NA19380	LWK	AFR
1000g	NA18857	YRI	AFR
1000g	NA19385	LWK	AFR
1000g	NA18864	YRI	AFR
1000g	NA19397	LWK	AFR
1000g	NA18869	YRI	AFR
1000g	NA19429	LWK	AFR
1000g	NA18871	YRI	AFR
1000g	NA19431	LWK	AFR
1000g	NA18876	YRI	AFR
1000g	NA19436	LWK	AFR
1000g	NA18972	JPT	EAS
1000g	NA19443	LWK	AFR
1000g	NA18977	JPT	EAS
1000g	NA19448	LWK	AFR
1000g	NA18984	JPT	EAS
1000g	NA18907	YRI	AFR
1000g	NA18989	JPT	EAS
1000g	NA18914	YRI	AFR
1000g	NA18991	JPT	EAS
1000g	NA18933	YRI	AFR
1000g	NA19002	JPT	EAS
1000g	NA18940	JPT	EAS
1000g	NA19007	JPT	EAS
1000g	NA18945	JPT	EAS
1000g	NA19019	LWK	AFR
1000g	NA18952	JPT	EAS
1000g	NA19153	YRI	AFR
1000g	NA18957	JPT	EAS
1000g	NA19160	YRI	AFR
1000g	NA18964	JPT	EAS
1000g	NA19172	YRI	AFR
1000g	NA18969	JPT	EAS
1000g	NA19177	YRI	AFR
1000g	NA18971	JPT	EAS
1000g	NA19184	YRI	AFR
1000g	NA18976	JPT	EAS
1000g	NA19189	YRI	AFR
1000g	NA18983	JPT	EAS
1000g	NA19191	YRI	AFR
1000g	NA18988	JPT	EAS
1000g	NA18990	JPT	EAS
1000g	NA19204	YRI	AFR
1000g	NA18995	JPT	EAS
1000g	NA19209	YRI	AFR
1000g	NA19001	JPT	EAS
1000g	NA19211	YRI	AFR
1000g	NA19006	JPT	EAS
1000g	NA19350	LWK	AFR
1000g	NA19020	LWK	AFR
1000g	NA19355	LWK	AFR
1000g	NA19025	LWK	AFR
1000g	NA19374	LWK	AFR
1000g	NA19152	YRI	AFR
1000g	NA19379	LWK	AFR
1000g	NA19171	YRI	AFR
1000g	NA19176	YRI	AFR
1000g	NA19393	LWK	AFR
1000g	NA19190	YRI	AFR
1000g	NA19401	LWK	AFR
1000g	NA19203	YRI	AFR
1000g	NA19208	YRI	AFR
1000g	NA19437	LWK	AFR
1000g	NA19210	YRI	AFR
1000g	NA19215	YRI	AFR
1000g	NA19449	LWK	AFR
1000g	NA19455	LWK	AFR
1000g	NA19451	LWK	AFR
1000g	NA19462	LWK	AFR
1000g	NA19456	LWK	AFR
1000g	NA19467	LWK	AFR
1000g	NA19463	LWK	AFR
1000g	NA19474	LWK	AFR
1000g	NA19468	LWK	AFR
1000g	NA19652	MXL	AMR
1000g	NA19657	MXL	AMR
1000g	NA19475	LWK	AFR
1000g	NA19664	MXL	AMR
1000g	NA19653	MXL	AMR
1000g	NA19669	MXL	AMR
1000g	NA19658	MXL	AMR
1000g	NA19671	MXL	AMR
1000g	NA19660	MXL	AMR
1000g	NA19102	YRI	AFR
1000g	NA19665	MXL	AMR
1000g	NA19107	YRI	AFR
1000g	NA19114	YRI	AFR
1000g	NA19677	MXL	AMR
1000g	NA19119	YRI	AFR
1000g	NA19684	MXL	AMR
1000g	NA19121	YRI	AFR
1000g	NA19704	ASW	AFR
1000g	NA19138	YRI	AFR
1000g	NA19711	ASW	AFR
1000g	NA19140	YRI	AFR
1000g	NA19716	MXL	AMR
1000g	NA19145	YRI	AFR
1000g	NA19723	MXL	AMR
1000g	NA19676	MXL	AMR
1000g	NA19728	MXL	AMR
1000g	NA19683	MXL	AMR
1000g	NA19730	MXL	AMR
1000g	NA19703	ASW	AFR
1000g	NA19735	MXL	AMR
1000g	NA19785	MXL	AMR
1000g	NA19722	MXL	AMR
1000g	NA19792	MXL	AMR
1000g	NA19727	MXL	AMR
1000g	NA19734	MXL	AMR
1000g	NA19836	ASW	AFR
1000g	NA19901	ASW	AFR
1000g	NA20503	TSI	EUR
1000g	NA19913	ASW	AFR
1000g	NA20508	TSI	EUR
1000g	NA19918	ASW	AFR
1000g	NA20510	TSI	EUR
1000g	NA19920	ASW	AFR
1000g	NA20515	TSI	EUR
1000g	NA19982	ASW	AFR
1000g	NA20522	TSI	EUR
1000g	NA19223	YRI	AFR
1000g	NA20527	TSI	EUR
1000g	NA19235	YRI	AFR
1000g	NA20534	TSI	EUR
1000g	NA19247	YRI	AFR
1000g	NA20539	TSI	EUR
1000g	NA20541	TSI	EUR
1000g	NA19312	LWK	AFR
1000g	NA20589	TSI	EUR
1000g	NA19317	LWK	AFR
1000g	NA20755	TSI	EUR
1000g	NA19324	LWK	AFR
1000g	NA19784	MXL	AMR
1000g	NA19331	LWK	AFR
1000g	NA19789	MXL	AMR
1000g	NA19103	YRI	AFR
1000g	NA19796	MXL	AMR
1000g	NA19108	YRI	AFR
1000g	NA19828	ASW	AFR
1000g	NA19115	YRI	AFR
1000g	NA19835	ASW	AFR
1000g	NA19122	YRI	AFR
1000g	NA19900	ASW	AFR
1000g	NA19127	YRI	AFR
1000g	NA19139	YRI	AFR
1000g	NA19917	ASW	AFR
1000g	NA19141	YRI	AFR
1000g	NA19924	ASW	AFR
1000g	NA19146	YRI	AFR
1000g	NA20762	TSI	EUR
1000g	NA20767	TSI	EUR
1000g	NA19747	MXL	AMR
1000g	NA20774	TSI	EUR
1000g	NA20786	TSI	EUR
1000g	NA19759	MXL	AMR
1000g	NA20798	TSI	EUR
1000g	NA19761	MXL	AMR
1000g	NA20801	TSI	EUR
1000g	NA20806	TSI	EUR
1000g	NA19773	MXL	AMR
1000g	NA20813	TSI	EUR
1000g	NA19778	MXL	AMR
1000g	NA20818	TSI	EUR
1000g	NA19780	MXL	AMR
1000g	NA20832	TSI	EUR
1000g	NA20129	ASW	AFR
1000g	NA20128	ASW	AFR
1000g	NA20282	ASW	AFR
1000g	NA20274	ASW	AFR
1000g	NA20287	ASW	AFR
1000g	NA20279	ASW	AFR
1000g	NA20294	ASW	AFR
1000g	NA20281	ASW	AFR
1000g	NA20299	ASW	AFR
1000g	NA20298	ASW	AFR
1000g	NA20314	ASW	AFR
1000g	NA20318	ASW	AFR
1000g	NA20320	ASW	AFR
1000g	NA20504	TSI	EUR
1000g	NA20332	ASW	AFR
1000g	NA20509	TSI	EUR
1000g	NA20511	TSI	EUR
1000g	NA20516	TSI	EUR
1000g	NA20528	TSI	EUR
1000g	NA20351	ASW	AFR
1000g	NA20530	TSI	EUR
1000g	NA20356	ASW	AFR
1000g	NA20535	TSI	EUR
1000g	NA20542	TSI	EUR
1000g	NA19741	MXL	AMR
1000g	NA20585	TSI	EUR
1000g	NA19746	MXL	AMR
1000g	NA20756	TSI	EUR
1000g	NA20763	TSI	EUR
1000g	NA19758	MXL	AMR
1000g	NA20768	TSI	EUR
1000g	NA19760	MXL	AMR
1000g	NA20770	TSI	EUR
1000g	NA19772	MXL	AMR
1000g	NA20775	TSI	EUR
1000g	NA19777	MXL	AMR
1000g	NA20787	TSI	EUR
1000g	NA20849	GIH	SAS
1000g	NA20799	TSI	EUR
1000g	NA20851	GIH	SAS
1000g	NA20802	TSI	EUR
1000g	NA20856	GIH	SAS
1000g	NA20807	TSI	EUR
1000g	NA20863	GIH	SAS
1000g	NA20814	TSI	EUR
1000g	NA20868	GIH	SAS
1000g	NA20819	TSI	EUR
1000g	NA20870	GIH	SAS
1000g	NA20821	TSI	EUR
1000g	NA20894	GIH	SAS
1000g	NA20826	TSI	EUR
1000g	NA20899	GIH	SAS
1000g	NA20845	GIH	SAS
1000g	NA20902	GIH	SAS
1000g	NA21141	GIH	SAS
1000g	NA21087	GIH	SAS
1000g	NA20875	GIH	SAS
1000g	NA20882	GIH	SAS
1000g	NA20321	ASW	AFR
1000g	NA20887	GIH	SAS
1000g	NA21133	GIH	SAS
1000g	NA20340	ASW	AFR
1000g	NA20357	ASW	AFR
1000g	NA20895	GIH	SAS
1000g	NA20903	GIH	SAS
1000g	NA20908	GIH	SAS
1000g	NA20910	GIH	SAS
1000g	NA21088	GIH	SAS
1000g	NA20852	GIH	SAS
1000g	NA21114	GIH	SAS
1000g	NA20864	GIH	SAS
1000g	NA21119	GIH	SAS
1000g	NA20869	GIH	SAS
1000g	NA21126	GIH	SAS
1000g	NA21108	GIH	SAS
1000g	NA21110	GIH	SAS
1000g	NA21115	GIH	SAS
1000g	NA21122	GIH	SAS
1000g	NA21127	GIH	SAS
1000g	NA20876	GIH	SAS
1000g	NA20888	GIH	SAS
1000g	NA20890	GIH	SAS
1000g	NA21090	GIH	SAS
1000g	NA21095	GIH	SAS
1000g	NA21103	GIH	SAS
1000g	NA21094	GIH	SAS
1000g	NA21099	GIH	SAS
1000g	NA21102	GIH	SAS
1000g	NA21107	GIH	SAS
1000g	HG00157	GBR	EUR
1000g	HG00171	FIN	EUR
1000g	HG00176	FIN	EUR
1000g	HG00183	FIN	EUR
1000g	HG00188	FIN	EUR
1000g	HG00190	FIN	EUR
1000g	HG00234	GBR	EUR
1000g	HG00239	GBR	EUR
1000g	HG00246	GBR	EUR
1000g	HG00253	GBR	EUR
1000g	HG00258	GBR	EUR
1000g	HG00260	GBR	EUR
1000g	HG00265	GBR	EUR
1000g	HG00272	FIN	EUR
1000g	HG00277	FIN	EUR
1000g	HG00284	FIN	EUR
1000g	HG00479	CHS	EAS
1000g	HG00501	CHS	EAS
1000g	HG00513	CHS	EAS
1000g	HG00525	CHS	EAS
1000g	HG00532	CHS	EAS
1000g	HG00537	CHS	EAS
1000g	HG00109	GBR	EUR
1000g	HG00544	CHS	EAS
1000g	HG00111	GBR	EUR
1000g	HG00551	PUR	AMR
1000g	HG00116	GBR	EUR
1000g	HG00556	CHS	EAS
1000g	HG00123	GBR	EUR
1000g	HG00582	CHS	EAS
1000g	HG00128	GBR	EUR
1000g	HG00099	GBR	EUR
1000g	HG00130	GBR	EUR
1000g	HG00102	GBR	EUR
1000g	HG00107	GBR	EUR
1000g	HG00142	GBR	EUR
1000g	HG00114	GBR	EUR
1000g	HG00119	GBR	EUR
1000g	HG00154	GBR	EUR
1000g	HG00121	GBR	EUR
1000g	HG00159	GBR	EUR
1000g	HG00126	GBR	EUR
1000g	HG00173	FIN	EUR
1000g	HG00133	GBR	EUR
1000g	HG00178	FIN	EUR
1000g	HG00138	GBR	EUR
1000g	HG00180	FIN	EUR
1000g	HG00140	GBR	EUR
1000g	HG00185	FIN	EUR
1000g	HG00145	GBR	EUR
1000g	HG00231	GBR	EUR
1000g	HG00304	FIN	EUR
1000g	HG00236	GBR	EUR
1000g	HG00309	FIN	EUR
1000g	HG00243	GBR	EUR
1000g	HG00311	FIN	EUR
1000g	HG00318	FIN	EUR
1000g	HG00323	FIN	EUR
1000g	HG00320	FIN	EUR
1000g	HG00328	FIN	EUR
1000g	HG00325	FIN	EUR
1000g	HG00330	FIN	EUR
1000g	HG00332	FIN	EUR
1000g	HG00335	FIN	EUR
1000g	HG00337	FIN	EUR
1000g	HG00342	FIN	EUR
1000g	HG00344	FIN	EUR
1000g	HG00349	FIN	EUR
1000g	HG00361	FIN	EUR
1000g	HG00351	FIN	EUR
1000g	HG00366	FIN	EUR
1000g	HG00356	FIN	EUR
1000g	HG00373	FIN	EUR
1000g	HG00368	FIN	EUR
1000g	HG00378	FIN	EUR
1000g	HG00375	FIN	EUR
1000g	HG00380	FIN	EUR
1000g	HG00382	FIN	EUR
1000g	HG00594	CHS	EAS
1000g	HG00407	CHS	EAS
1000g	HG00599	CHS	EAS
1000g	HG00419	CHS	EAS
1000g	HG00607	CHS	EAS
1000g	HG00421	CHS	EAS
1000g	HG00614	CHS	EAS
1000g	HG00553	PUR	AMR
1000g	HG00619	CHS	EAS
1000g	HG00558	CHS	EAS
1000g	HG00621	CHS	EAS
1000g	HG00560	CHS	EAS
1000g	HG00626	CHS	EAS
1000g	HG00565	CHS	EAS
1000g	HG00577	CHS	EAS
1000g	HG00405	CHS	EAS
1000g	HG00584	CHS	EAS
1000g	HG00429	CHS	EAS
1000g	HG00589	CHS	EAS
1000g	HG00436	CHS	EAS
1000g	HG00591	CHS	EAS
1000g	HG00443	CHS	EAS
1000g	HG00596	CHS	EAS
1000g	HG00448	CHS	EAS
1000g	HG00609	CHS	EAS
1000g	HG00450	CHS	EAS
1000g	HG00611	CHS	EAS
1000g	HG00474	CHS	EAS
1000g	HG00638	PUR	AMR
1000g	HG00250	GBR	EUR
1000g	HG00640	PUR	AMR
1000g	HG00255	GBR	EUR
1000g	HG00652	CHS	EAS
1000g	HG00262	GBR	EUR
1000g	HG00657	CHS	EAS
1000g	HG00267	FIN	EUR
1000g	HG00664	CHS	EAS
1000g	HG00274	FIN	EUR
1000g	HG00671	CHS	EAS
1000g	HG00281	FIN	EUR
1000g	HG00306	FIN	EUR
1000g	HG00683	CHS	EAS
1000g	HG00313	FIN	EUR
1000g	HG00690	CHS	EAS
1000g	HG00438	CHS	EAS
1000g	HG01326	PUR	AMR
1000g	HG00445	CHS	EAS
1000g	HG01345	CLM	AMR
1000g	HG00452	CHS	EAS
1000g	HG01352	CLM	AMR
1000g	HG00457	CHS	EAS
1000g	HG01357	CLM	AMR
1000g	HG00464	CHS	EAS
1000g	HG00476	CHS	EAS
1000g	HG01369	CLM	AMR
1000g	HG00534	CHS	EAS
1000g	HG01376	CLM	AMR
1000g	HG00096	GBR	EUR
1000g	HG01112	CLM	AMR
1000g	HG00729	CHS	EAS
1000g	HG01124	CLM	AMR
1000g	HG00731	PUR	AMR
1000g	HG01131	CLM	AMR
1000g	HG00736	PUR	AMR
1000g	HG01136	CLM	AMR
1000g	HG00743	PUR	AMR
1000g	HG01148	CLM	AMR
1000g	HG00844	CDX	EAS
1000g	HG01150	CLM	AMR
1000g	HG00851	CDX	EAS
1000g	HG01162	PUR	AMR
1000g	HG01167	PUR	AMR
1000g	HG01082	PUR	AMR
1000g	HG01066	PUR	AMR
1000g	HG01087	PUR	AMR
1000g	HG01073	PUR	AMR
1000g	HG01094	PUR	AMR
1000g	HG01080	PUR	AMR
1000g	HG01099	PUR	AMR
1000g	HG01085	PUR	AMR
1000g	HG01102	PUR	AMR
1000g	HG01092	PUR	AMR
1000g	HG01107	PUR	AMR
1000g	HG01097	PUR	AMR
1000g	HG01114	CLM	AMR
1000g	HG01100	PUR	AMR
1000g	HG01119	CLM	AMR
1000g	HG01105	PUR	AMR
1000g	HG01121	CLM	AMR
1000g	HG01174	PUR	AMR
1000g	HG01126	CLM	AMR
1000g	HG01198	PUR	AMR
1000g	HG01133	CLM	AMR
1000g	HG01206	PUR	AMR
1000g	HG01138	CLM	AMR
1000g	HG01249	PUR	AMR
1000g	HG01140	CLM	AMR
1000g	HG01251	CLM	AMR
1000g	HG01164	PUR	AMR
1000g	HG01256	CLM	AMR
1000g	HG01169	PUR	AMR
1000g	HG00703	CHS	EAS
1000g	HG01171	PUR	AMR
1000g	HG00708	CHS	EAS
1000g	HG01176	PUR	AMR
1000g	HG00734	PUR	AMR
1000g	HG01183	PUR	AMR
1000g	HG00739	PUR	AMR
1000g	HG01188	PUR	AMR
1000g	HG00741	PUR	AMR
1000g	HG01190	PUR	AMR
1000g	HG00623	CHS	EAS
1000g	HG01028	CDX	EAS
1000g	HG00628	CHS	EAS
1000g	HG01047	PUR	AMR
1000g	HG00630	CHS	EAS
1000g	HG01054	PUR	AMR
1000g	HG00635	CHS	EAS
1000g	HG01061	PUR	AMR
1000g	HG00642	PUR	AMR
1000g	HG01383	CLM	AMR
1000g	HG00654	CHS	EAS
1000g	HG01390	CLM	AMR
1000g	HG01395	PUR	AMR
1000g	HG01241	PUR	AMR
1000g	HG01403	PUR	AMR
1000g	HG01253	CLM	AMR
1000g	HG01258	CLM	AMR
1000g	HG01275	CLM	AMR
1000g	HG01260	CLM	AMR
1000g	HG01302	PUR	AMR
1000g	HG01272	CLM	AMR
1000g	HG01504	IBS	EUR
1000g	HG01277	CLM	AMR
1000g	HG01509	IBS	EUR
1000g	HG01354	CLM	AMR
1000g	HG01511	IBS	EUR
1000g	HG01359	CLM	AMR
1000g	HG01516	IBS	EUR
1000g	HG01361	CLM	AMR
1000g	HG01523	IBS	EUR
1000g	HG01366	CLM	AMR
1000g	HG01528	IBS	EUR
1000g	HG01378	CLM	AMR
1000g	HG01597	KHV	EAS
1000g	HG01385	CLM	AMR
1000g	HG01600	KHV	EAS
1000g	HG01392	PUR	AMR
1000g	HG01605	IBS	EUR
1000g	HG01049	PUR	AMR
1000g	HG01612	IBS	EUR
1000g	HG01051	PUR	AMR
1000g	HG01530	IBS	EUR
1000g	HG01056	PUR	AMR
1000g	HG01566	PEL	AMR
1000g	HG01063	PUR	AMR
1000g	HG01573	PEL	AMR
1000g	HG01068	PUR	AMR
1000g	HG01578	PEL	AMR
1000g	HG01070	PUR	AMR
1000g	HG01617	IBS	EUR
1000g	HG01075	PUR	AMR
1000g	HG01624	IBS	EUR
1000g	HG00673	CHS	EAS
1000g	HG01629	IBS	EUR
1000g	HG00685	CHS	EAS
1000g	HG01631	IBS	EUR
1000g	HG00692	CHS	EAS
1000g	HG01667	IBS	EUR
1000g	HG00700	CHS	EAS
1000g	HG01674	IBS	EUR
1000g	HG00705	CHS	EAS
1000g	HG00717	CHS	EAS
1000g	HG01284	CLM	AMR
1000g	HG01489	CLM	AMR
1000g	HG01311	PUR	AMR
1000g	HG01491	CLM	AMR
1000g	HG01323	PUR	AMR
1000g	HG01496	CLM	AMR
1000g	HG01342	CLM	AMR
1000g	HG01679	IBS	EUR
1000g	HG01347	CLM	AMR
1000g	HG01681	IBS	EUR
1000g	HG01599	KHV	EAS
1000g	HG01686	IBS	EUR
1000g	HG01602	IBS	EUR
1000g	HG01698	IBS	EUR
1000g	HG01607	IBS	EUR
1000g	HG01701	IBS	EUR
1000g	HG01614	IBS	EUR
1000g	HG01768	IBS	EUR
1000g	HG01619	IBS	EUR
1000g	HG01770	IBS	EUR
1000g	HG01621	IBS	EUR
1000g	HG01775	IBS	EUR
1000g	HG01626	IBS	EUR
1000g	HG01782	IBS	EUR
1000g	HG01486	CLM	AMR
1000g	HG01493	CLM	AMR
1000g	HG01439	CLM	AMR
1000g	HG01498	CLM	AMR
1000g	HG01441	CLM	AMR
1000g	HG01501	IBS	EUR
1000g	HG01506	IBS	EUR
1000g	HG01465	CLM	AMR
1000g	HG01513	IBS	EUR
1000g	HG01706	IBS	EUR
1000g	HG01518	IBS	EUR
1000g	HG01756	IBS	EUR
1000g	HG01520	IBS	EUR
1000g	HG01763	IBS	EUR
1000g	HG01525	IBS	EUR
1000g	HG01946	PEL	AMR
1000g	HG01532	IBS	EUR
1000g	HG01953	PEL	AMR
1000g	HG01537	IBS	EUR
1000g	HG01958	ACB	AFR
1000g	HG01960	ACB	AFR
1000g	HG01405	PUR	AMR
1000g	HG01965	PEL	AMR
1000g	HG01412	PUR	AMR
1000g	HG01972	PEL	AMR
1000g	HG01431	CLM	AMR
1000g	HG01977	PEL	AMR
1000g	HG01443	CLM	AMR
1000g	HG01984	PEL	AMR
1000g	HG01455	CLM	AMR
1000g	HG01989	ACB	AFR
1000g	HG01462	CLM	AMR
1000g	HG01922	PEL	AMR
1000g	HG01474	CLM	AMR
1000g	HG01927	PEL	AMR
1000g	HG01479	CLM	AMR
1000g	HG01934	PEL	AMR
1000g	HG01939	PEL	AMR
1000g	HG01551	CLM	AMR
1000g	HG01941	PEL	AMR
1000g	HG01556	CLM	AMR
1000g	HG01864	KHV	EAS
1000g	HG01869	KHV	EAS
1000g	HG01633	IBS	EUR
1000g	HG01871	KHV	EAS
1000g	HG01669	IBS	EUR
1000g	HG01883	ACB	AFR
1000g	HG01671	IBS	EUR
1000g	HG02019	KHV	EAS
1000g	HG00158	GBR	EUR
1000g	HG01676	IBS	EUR
1000g	HG00160	GBR	EUR
1000g	HG01683	IBS	EUR
1000g	HG02026	KHV	EAS
1000g	HG00177	FIN	EUR
1000g	HG01695	IBS	EUR
1000g	HG02040	KHV	EAS
1000g	HG00189	FIN	EUR
1000g	HG01703	IBS	EUR
1000g	HG01888	ACB	AFR
1000g	HG00235	GBR	EUR
1000g	HG01708	IBS	EUR
1000g	HG01890	ACB	AFR
1000g	HG00242	GBR	EUR
1000g	HG01710	IBS	EUR
1000g	HG01895	ACB	AFR
1000g	HG01746	IBS	EUR
1000g	HG01915	ACB	AFR
1000g	HG00254	GBR	EUR
1000g	HG01765	IBS	EUR
1000g	HG01991	PEL	AMR
1000g	HG00259	GBR	EUR
1000g	HG01772	IBS	EUR
