sample	file
HGDP00611	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00611/alignment/HGDP00611.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00612	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00612/alignment/HGDP00612.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00613	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00613/alignment/HGDP00613.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00614	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00614/alignment/HGDP00614.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00615	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00615/alignment/HGDP00615.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00618	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00618/alignment/HGDP00618.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00619	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00619/alignment/HGDP00619.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00620	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00620/alignment/HGDP00620.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00621	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00621/alignment/HGDP00621.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00622	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00622/alignment/HGDP00622.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00623	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00623/alignment/HGDP00623.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00624	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00624/alignment/HGDP00624.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00625	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00625/alignment/HGDP00625.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00626	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00626/alignment/HGDP00626.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00627	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00627/alignment/HGDP00627.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00628	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00628/alignment/HGDP00628.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00629	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00629/alignment/HGDP00629.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00630	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00630/alignment/HGDP00630.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00631	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00631/alignment/HGDP00631.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00632	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00632/alignment/HGDP00632.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00634	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00634/alignment/HGDP00634.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00635	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00635/alignment/HGDP00635.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00636	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00636/alignment/HGDP00636.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00637	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00637/alignment/HGDP00637.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00638	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00638/alignment/HGDP00638.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00639	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00639/alignment/HGDP00639.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00640	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00640/alignment/HGDP00640.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00641	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00641/alignment/HGDP00641.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00642	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00642/alignment/HGDP00642.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00643	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00643/alignment/HGDP00643.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00644	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00644/alignment/HGDP00644.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00645	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00645/alignment/HGDP00645.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00646	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00646/alignment/HGDP00646.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00647	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00647/alignment/HGDP00647.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00648	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00648/alignment/HGDP00648.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00649	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00649/alignment/HGDP00649.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00651	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00651/alignment/HGDP00651.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00653	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00653/alignment/HGDP00653.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00654	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00654/alignment/HGDP00654.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00655	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00655/alignment/HGDP00655.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00661	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00661/alignment/HGDP00661.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00662	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00662/alignment/HGDP00662.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00663	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00663/alignment/HGDP00663.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00664	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00664/alignment/HGDP00664.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00666	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00666/alignment/HGDP00666.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00667	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00667/alignment/HGDP00667.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00668	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00668/alignment/HGDP00668.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00669	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00669/alignment/HGDP00669.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00670	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00670/alignment/HGDP00670.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00671	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00671/alignment/HGDP00671.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00672	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00672/alignment/HGDP00672.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00673	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00673/alignment/HGDP00673.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00674	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Sardinian/HGDP00674/alignment/HGDP00674.alt_bwamem_GRCh38DH.20181023.Sardinian.cram
HGDP00675	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00675/alignment/HGDP00675.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00676	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00676/alignment/HGDP00676.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00677	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00677/alignment/HGDP00677.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00678	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00678/alignment/HGDP00678.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00679	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00679/alignment/HGDP00679.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00680	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00680/alignment/HGDP00680.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00682	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00682/alignment/HGDP00682.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00683	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00683/alignment/HGDP00683.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00684	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00684/alignment/HGDP00684.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00685	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00685/alignment/HGDP00685.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00686	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00686/alignment/HGDP00686.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00687	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00687/alignment/HGDP00687.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00688	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00688/alignment/HGDP00688.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00689	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00689/alignment/HGDP00689.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00690	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00690/alignment/HGDP00690.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00691	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00691/alignment/HGDP00691.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00692	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00692/alignment/HGDP00692.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00693	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00693/alignment/HGDP00693.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00694	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00694/alignment/HGDP00694.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00696	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00696/alignment/HGDP00696.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00697	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00697/alignment/HGDP00697.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00698	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00698/alignment/HGDP00698.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00699	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00699/alignment/HGDP00699.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00700	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00700/alignment/HGDP00700.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00701	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00701/alignment/HGDP00701.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00703	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Colombian/HGDP00703/alignment/HGDP00703.alt_bwamem_GRCh38DH.20181023.Colombian.cram
HGDP00704	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Colombian/HGDP00704/alignment/HGDP00704.alt_bwamem_GRCh38DH.20181023.Colombian.cram
HGDP00708	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Colombian/HGDP00708/alignment/HGDP00708.alt_bwamem_GRCh38DH.20181023.Colombian.cram
HGDP00710	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Colombian/HGDP00710/alignment/HGDP00710.alt_bwamem_GRCh38DH.20181023.Colombian.cram
HGDP00711	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00711/alignment/HGDP00711.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00712	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00712/alignment/HGDP00712.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00714	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00714/alignment/HGDP00714.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00715	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00715/alignment/HGDP00715.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00716	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00716/alignment/HGDP00716.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00719	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00719/alignment/HGDP00719.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00721	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Cambodian/HGDP00721/alignment/HGDP00721.alt_bwamem_GRCh38DH.20181023.Cambodian.cram
HGDP00723	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00723/alignment/HGDP00723.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00724	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00724/alignment/HGDP00724.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00726	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00726/alignment/HGDP00726.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00727	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00727/alignment/HGDP00727.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00729	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00729/alignment/HGDP00729.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00730	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00730/alignment/HGDP00730.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00731	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00731/alignment/HGDP00731.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00732	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00732/alignment/HGDP00732.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00733	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00733/alignment/HGDP00733.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00734	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00734/alignment/HGDP00734.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00735	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00735/alignment/HGDP00735.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00736	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00736/alignment/HGDP00736.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00738	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00738/alignment/HGDP00738.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00739	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00739/alignment/HGDP00739.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00740	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00740/alignment/HGDP00740.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00741	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00741/alignment/HGDP00741.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00744	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00744/alignment/HGDP00744.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00745	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00745/alignment/HGDP00745.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00746	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Palestinian/HGDP00746/alignment/HGDP00746.alt_bwamem_GRCh38DH.20181023.Palestinian.cram
HGDP00747	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00747/alignment/HGDP00747.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00748	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00748/alignment/HGDP00748.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00750	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00750/alignment/HGDP00750.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00751	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00751/alignment/HGDP00751.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00752	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00752/alignment/HGDP00752.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00753	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00753/alignment/HGDP00753.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00754	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00754/alignment/HGDP00754.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00755	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00755/alignment/HGDP00755.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00756	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00756/alignment/HGDP00756.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00757	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00757/alignment/HGDP00757.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00758	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00758/alignment/HGDP00758.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00759	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00759/alignment/HGDP00759.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00760	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00760/alignment/HGDP00760.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00761	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00761/alignment/HGDP00761.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00762	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00762/alignment/HGDP00762.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00764	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00764/alignment/HGDP00764.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00765	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00765/alignment/HGDP00765.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00766	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00766/alignment/HGDP00766.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00767	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00767/alignment/HGDP00767.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00769	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00769/alignment/HGDP00769.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00771	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00771/alignment/HGDP00771.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00772	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Japanese/HGDP00772/alignment/HGDP00772.alt_bwamem_GRCh38DH.20181023.Japanese.cram
HGDP00774	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Han/HGDP00774/alignment/HGDP00774.alt_bwamem_GRCh38DH.20181023.Han.cram
HGDP00776	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Han/HGDP00776/alignment/HGDP00776.alt_bwamem_GRCh38DH.20181023.Han.cram
HGDP00777	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Han/HGDP00777/alignment/HGDP00777.alt_bwamem_GRCh38DH.20181023.Han.cram
HGDP00779	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Han/HGDP00779/alignment/HGDP00779.alt_bwamem_GRCh38DH.20181023.Han.cram
HGDP00780	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Han/HGDP00780/alignment/HGDP00780.alt_bwamem_GRCh38DH.20181023.Han.cram
