sample	library	sample_accession	source	library_type	population	latitude	longitude	region	sex	coverage	freemix	capmq	insert_size_average	array_non_reference_discordance	library_alias_ENA
HGDP00637	HGDP00637.15775150	ERS474854	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	34.25	0.01208	20	439.1	0.048313	NA
HGDP00638	HGDP00638.15775162	ERS474855	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	32.24	0.01059	20	425.8	0.057502	NA
HGDP00639	HGDP00639.15775174	ERS474856	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	31.97	0.00927	20	437.2	0.07142	NA
HGDP00640	HGDP00640.15775186	ERS474857	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	36.15	0.01406	20	430.6	0.081632	NA
HGDP00641	HGDP00641.15775103	ERS474858	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	33.7	0.01847	20	449.4	0.111539	NA
HGDP00642	HGDP00642.15775115	ERS474859	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	27.36	0.00995	20	451.1	0.087486	NA
HGDP00643	HGDP00643.15775127	ERS474860	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	34.57	0.0078	21	446.2	0.041467	NA
HGDP00644	HGDP00644.15775139	ERS474861	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	31.34	0.00807	21	432.4	0.060509	NA
HGDP00645	HGDP00645.15775151	ERS474862	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	31.85	0.01101	20	432.3	0.082721	NA
HGDP00646	HGDP00646.15775163	ERS474863	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	33.44	0.0091	20	449.1	0.052414	NA
HGDP00647	HGDP00647.15775175	ERS474864	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	35.29	0.01085	20	454.1	0.049043	NA
HGDP00648	HGDP00648.15775187	ERS474865	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	31.45	0.01756	20	418.9	0.118866	NA
HGDP00649	HGDP00649.15775104	ERS474866	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	34.77	0.00897	20	443.6	0.047684	NA
HGDP00650	HGDP00650.LP6005441-DNA_F02	ERS1042149	sgdp	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	41.04	0.00044	33	283.1	0.040336	NA
HGDP00651	HGDP00651.15775116	ERS474868	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	31.39	0.00701	22	449.5	0.055302	NA
HGDP00653	HGDP00653.15775128	ERS474869	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	32.13	0.00856	21	441.9	0.046898	NA
HGDP00654	HGDP00654.15775140	ERS474870	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	M	38.41	0.00819	21	441.9	0.059656	NA
HGDP00655	HGDP00655.11144817	ERS474902	sanger	PCR	Bougainville	-6	155	OCEANIA	M	37.06	0.00049	33	522.3	0.055317	11140689
HGDP00656	HGDP00656.LP6005441-DNA_A03	ERS1042151	sgdp	PCRfree	Bougainville	-6	155	OCEANIA	F	38.28	0.00036	34	298.3	0.037778	NA
HGDP00660	HGDP00660.LP6005441-DNA_B03	ERS1042150	sgdp	PCRfree	Bougainville	-6	155	OCEANIA	F	41.1	0.00044	33	293.4	NA	NA
HGDP00661	HGDP00661.15947718	ERS474905	sanger	PCRfree	Bougainville	-6	155	OCEANIA	F	44.29	0.00661	22	416.7	0.041192	NA
HGDP00662	HGDP00662.11144829	ERS474906	sanger	PCR	Bougainville	-6	155	OCEANIA	M	37.24	0.00077	31	554.2	0.052275	11140690
HGDP00663	HGDP00663.15947615	ERS474907	sanger	PCRfree	Bougainville	-6	155	OCEANIA	F	36.14	0.00759	21	417.3	0.04968	NA
HGDP00664	HGDP00664.15947636	ERS474908	sanger	PCRfree	Bougainville	-6	155	OCEANIA	F	37.28	0.00639	22	422.9	0.052409	NA
HGDP00665	HGDP00665_meyer2012	NA	meyer2012	PCR	Sardinian	40	9	EUROPE	M	26.48	0.00424	23	265.3	NA	NA
HGDP00666	HGDP00666.15678123	ERS474712	sanger	PCRfree	Sardinian	40	9	EUROPE	M	33.83	0.00723	21	423.8	0.054698	NA
HGDP00667	HGDP00667.15678135	ERS474713	sanger	PCRfree	Sardinian	40	9	EUROPE	F	35.6	0.01141	20	431.1	0.051796	NA
HGDP00668	HGDP00668.15678147	ERS474714	sanger	PCRfree	Sardinian	40	9	EUROPE	M	30.31	0.0094	20	448.5	0.075774	NA
HGDP00669	HGDP00669.15678064	ERS474715	sanger	PCRfree	Sardinian	40	9	EUROPE	F	33.6	0.0044	24	440.1	0.04493	NA
HGDP00670	HGDP00670.15678076	ERS474716	sanger	PCRfree	Sardinian	40	9	EUROPE	M	46.76	0.00828	21	444.7	0.042031	NA
HGDP00671	HGDP00671.15678088	ERS474717	sanger	PCRfree	Sardinian	40	9	EUROPE	M	38.55	0.00436	24	533.2	0.035637	NA
HGDP00672	HGDP00672.15678100	ERS474718	sanger	PCRfree	Sardinian	40	9	EUROPE	F	35.37	0.00673	22	457.5	0.041025	NA
HGDP00673	HGDP00673.15678112	ERS474719	sanger	PCRfree	Sardinian	40	9	EUROPE	F	37.2	0.01117	20	427	0.04514	NA
HGDP00674	HGDP00674.15678124	ERS474720	sanger	PCRfree	Sardinian	40	9	EUROPE	M	37.47	0.0069	22	424	0.044705	NA
HGDP00675	HGDP00675.15775119	ERS474780	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	39.8	0.00837	21	451.1	0.050867	NA
HGDP00676	HGDP00676.15775131	ERS474781	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	40.14	0.00927	20	447.6	0.053461	NA
HGDP00677	HGDP00677.15775143	ERS474782	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	34.12	0.00973	20	442.7	0.068374	NA
HGDP00678	HGDP00678.15775155	ERS474783	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	33.88	0.00944	20	445.3	0.063219	NA
HGDP00679	HGDP00679.15775167	ERS474784	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	34.87	0.01079	20	424.6	0.049614	NA
HGDP00680	HGDP00680.15775179	ERS474785	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	32.87	0.01766	20	429.8	0.078784	NA
HGDP00682	HGDP00682.15775096	ERS474786	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.54	0.008	21	426.4	0.050576	NA
HGDP00683	HGDP00683.15775108	ERS474787	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.29	0.00703	22	447.7	0.048622	NA
HGDP00684	HGDP00684.15775120	ERS474788	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	35.63	0.00874	21	444.5	0.045133	NA
HGDP00685	HGDP00685.15775132	ERS474789	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	36.05	0.00971	20	445.4	0.051348	NA
HGDP00686	HGDP00686.15775144	ERS474790	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.15	0.01412	20	455.4	0.070337	NA
HGDP00687	HGDP00687.15775156	ERS474791	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	32.29	0.0103	20	446.7	0.047755	NA
HGDP00688	HGDP00688.15775168	ERS474792	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	37.32	0.00764	21	442.6	0.038436	NA
HGDP00689	HGDP00689.15775180	ERS474793	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.04	0.02284	20	438.7	0.102905	NA
HGDP00690	HGDP00690.16736300	ERS1085932	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	34.69	0.00016	38	503.4	0.041068	NA
HGDP00691	HGDP00691.15775097	ERS474795	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.71	0.00749	21	438.6	0.048863	NA
HGDP00692	HGDP00692.15775109	ERS474796	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	60.64	0.01046	20	439.5	0.050061	NA
HGDP00693	HGDP00693.15775121	ERS474797	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	35.13	0.02046	20	437.7	0.1048	NA
HGDP00694	HGDP00694.15775133	ERS474798	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.71	0.00731	21	432.3	0.053344	NA
HGDP00696	HGDP00696.15775145	ERS474799	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	35.17	0.01319	20	442.8	0.061905	NA
HGDP00697	HGDP00697.15775157	ERS474800	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	37.19	0.01105	20	472.6	0.04258	NA
HGDP00698	HGDP00698.15775169	ERS474801	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	36.66	0.0093	20	434.4	0.052451	NA
HGDP00699	HGDP00699.15775181	ERS474802	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.83	0.01465	20	452.1	0.063393	NA
HGDP00700	HGDP00700.15775098	ERS474803	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	35.71	0.00773	21	438.7	0.053115	NA
HGDP00701	HGDP00701.15775152	ERS474871	sanger	PCRfree	Bedouin	31	35	MIDDLE_EAST	F	31.42	0.01208	20	434.2	0.059325	NA
HGDP00702	HGDP00702.LP6005441-DNA_A04	ERS1042167	sgdp	PCRfree	Colombian	3	-68	AMERICA	F	40.24	0.00054	32	290.2	0.046663	NA
HGDP00703	HGDP00703.11575325	ERS474965	sanger	PCR	Colombian	3	-68	AMERICA	M	32.18	0.00109	30	467.7	0.040143	11318173
HGDP00704	HGDP00704.15947675	ERS474966	sanger	PCRfree	Colombian	3	-68	AMERICA	F	38.11	0.00629	22	435.9	0.030404	NA
HGDP00706	HGDP00706.LP6005441-DNA_B04	ERS1042168	sgdp	PCRfree	Colombian	3	-68	AMERICA	F	40.7	0.00028	35	296.1	0.032338	NA
HGDP00708	HGDP00708.15947687	ERS474968	sanger	PCRfree	Colombian	3	-68	AMERICA	F	36.44	0.00702	22	429.5	0.027611	NA
HGDP00710	HGDP00710.11575337	ERS474969	sanger	PCR	Colombian	3	-68	AMERICA	M	35.29	0.00051	33	478	0.035773	11318174
HGDP00711	HGDP00711.11575342	ERS474315	sanger	PCR	Cambodian	12	105	EAST_ASIA	M	36.07	0.00029	35	519.8	0.040602	11318118
HGDP00712	HGDP00712.15362713	ERS474316	sanger	PCRfree	Cambodian	12	105	EAST_ASIA	F	28.63	0.0085	21	444.6	0.104174	NA
HGDP00713	HGDP00713.LP6005441-DNA_H03	ERS1042244	sgdp	PCRfree	Cambodian	12	105	EAST_ASIA	F	38.49	0.00059	32	302.2	0.036339	NA
HGDP00714	HGDP00714.11575259	ERS474318	sanger	PCR	Cambodian	12	105	EAST_ASIA	M	36.34	0.0005	33	458.8	0.042972	11318119
HGDP00715	HGDP00715.11575271	ERS474319	sanger	PCR	Cambodian	12	105	EAST_ASIA	M	35.7	0.00054	33	461.6	0.045726	11318120
HGDP00716	HGDP00716.15362725	ERS474320	sanger	PCRfree	Cambodian	12	105	EAST_ASIA	M	37.01	0.01025	20	472.7	0.052496	NA
HGDP00717	HGDP00717.LP6005441-DNA_G03	ERS1042243	sgdp	PCRfree	Cambodian	12	105	EAST_ASIA	M	42.66	0.00044	33	296.1	0.033112	NA
HGDP00719	HGDP00719.15362737	ERS474322	sanger	PCRfree	Cambodian	12	105	EAST_ASIA	F	32.47	0.00942	20	439.3	0.053697	NA
HGDP00721	HGDP00721.15362749	ERS474324	sanger	PCRfree	Cambodian	12	105	EAST_ASIA	F	33.07	0.00965	20	434.3	0.042258	NA
HGDP00722	HGDP00722.LP6005592-DNA_B03	ERS1358098	sgdp	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	46.18	0.00003	45	293	0.037877	NA
HGDP00723	HGDP00723.11575347	ERS474805	sanger	PCR	Palestinian	32	35	MIDDLE_EAST	M	31.53	0.00075	31	424.6	0.062581	11318159
HGDP00724	HGDP00724.11575264	ERS474806	sanger	PCR	Palestinian	32	35	MIDDLE_EAST	M	31.25	0.00037	34	456.3	0.055349	11318160
HGDP00725	HGDP00725.LP6005441-DNA_G09	ERS1042288	sgdp	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	42.31	0.00020	36	316.1	0.047564	NA
HGDP00726	HGDP00726.11575276	ERS474808	sanger	PCR	Palestinian	32	35	MIDDLE_EAST	M	35.06	0.00058	32	467.9	0.048828	11318161
HGDP00727	HGDP00727.15775110	ERS474809	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	33.3	0.00989	20	443	0.066488	NA
HGDP00729	HGDP00729.15947703	ERS1063416	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	38.93	0.00542	23	435.8	0.04704	NA
HGDP00730	HGDP00730.15775122	ERS474811	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	36.57	0.01036	20	428.8	0.058006	NA
HGDP00731	HGDP00731.15775134	ERS474812	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	32.15	0.00561	23	428.2	0.068046	NA
HGDP00732	HGDP00732.15775146	ERS474813	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	35.79	0.01016	20	441.3	0.061558	NA
HGDP00733	HGDP00733.15775158	ERS474814	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	35.27	0.01046	20	443.6	0.062704	NA
HGDP00734	HGDP00734.15775170	ERS474815	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	M	37.21	0.00733	21	435.6	0.049659	NA
HGDP00735	HGDP00735.15775182	ERS474816	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	32.99	0.01444	20	431.2	0.059828	NA
HGDP00736	HGDP00736.15775099	ERS474817	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	37.72	0.00965	20	426.2	0.04678	NA
HGDP00737	HGDP00737.LP6005441-DNA_H09	ERS1042233	sgdp	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	39.39	0.00079	31	325.9	0.035494	NA
HGDP00738	HGDP00738.15775111	ERS474819	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	32.8	0.01468	20	447	0.06497	NA
HGDP00739	HGDP00739.15775123	ERS474820	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.7	0.01188	20	433.4	0.058429	NA
HGDP00740	HGDP00740.15775135	ERS474821	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	36.23	0.00671	22	455.2	0.040453	NA
HGDP00741	HGDP00741.15775147	ERS474822	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	34.42	0.00957	20	457.1	0.050244	NA
HGDP00744	HGDP00744.15775159	ERS474823	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	31.24	0.01158	20	426.8	0.070468	NA
HGDP00745	HGDP00745.15775171	ERS474824	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	36.24	0.00941	20	446.4	0.048694	NA
HGDP00746	HGDP00746.15775183	ERS474825	sanger	PCRfree	Palestinian	32	35	MIDDLE_EAST	F	33.54	0.01644	20	442.4	0.069091	NA
HGDP00747	HGDP00747.15362761	ERS474325	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	28.24	0.01129	20	460	0.091595	NA
HGDP00748	HGDP00748.15362678	ERS474326	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	33.35	0.00859	21	476.4	0.049731	NA
HGDP00749	HGDP00749.LP6005441-DNA_C06	ERS1042140	sgdp	PCRfree	Japanese	37.5	139	EAST_ASIA	M	83.81	0.00055	32	278.8	0.03424	NA
HGDP00750	HGDP00750.15362690	ERS474328	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	31	0.01054	20	436.1	0.064888	NA
HGDP00751	HGDP00751.15362702	ERS474329	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	29.67	0.01241	20	454.4	0.101403	NA
HGDP00752	HGDP00752.15947715	ERS1063417	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	38.04	0.01089	20	438.1	0.044137	NA
HGDP00753	HGDP00753.15947728	ERS1063418	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	32.86	0.01173	20	436.1	0.065464	NA
HGDP00754	HGDP00754.15362714	ERS474332	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	27.32	0.00756	21	442.2	NA	NA
HGDP00755	HGDP00755.15362726	ERS474333	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	34.7	0.01012	20	463.8	0.047329	NA
HGDP00756	HGDP00756.15362738	ERS474334	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	31.68	0.00986	20	454.1	0.055825	NA
HGDP00757	HGDP00757.15362750	ERS474335	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	34.98	0.00978	20	479.2	0.054796	NA
HGDP00758	HGDP00758.15362762	ERS474336	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	29.05	0.01228	20	465.5	0.088682	NA
HGDP00759	HGDP00759.15362679	ERS474337	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	37.13	0.01161	20	463.9	0.057426	NA
HGDP00760	HGDP00760.15362691	ERS474338	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	28.73	0.01481	20	447.7	0.093954	NA
HGDP00761	HGDP00761.15362703	ERS474339	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	29.12	0.01367	20	462	0.075954	NA
HGDP00762	HGDP00762.15362715	ERS474340	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	31.61	0.00867	21	456.1	0.057485	NA
HGDP00764	HGDP00764.15362739	ERS474342	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	30.05	0.00952	20	452.6	0.074795	NA
HGDP00765	HGDP00765.15362751	ERS474343	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	34	0.01071	20	464.8	0.049385	NA
HGDP00766	HGDP00766.15362763	ERS474344	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	30.76	0.01187	20	460.7	0.070727	NA
HGDP00767	HGDP00767.15362680	ERS474345	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	30.82	0.01001	20	465.3	0.383932	NA
HGDP00769	HGDP00769.15362692	ERS474347	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	41.03	0.0092	20	454.9	0.046008	NA
HGDP00771	HGDP00771.15362704	ERS474348	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	28.38	0.00938	20	454.1	0.060488	NA
HGDP00772	HGDP00772.15362716	ERS474349	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	F	28.46	0.01067	20	454	0.061762	NA
HGDP00773	HGDP00773.LP6005441-DNA_D06	ERS1042175	sgdp	PCRfree	Japanese	37.5	139	EAST_ASIA	F	41.23	0.00022	36	278.6	0.030105	NA
HGDP00774	HGDP00774.15319846	ERS474147	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	38.08	0.01092	20	418.6	0.052721	NA
HGDP00775	HGDP00775.SS6004469	ERS1358123	sgdp	PCR	Han	32.3	114	EAST_ASIA	M	36.89	0.00020	36	321.7	0.034949	NA
HGDP00776	HGDP00776.15319858	ERS474149	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	32.23	0.01464	20	420.1	0.066058	NA
HGDP00777	HGDP00777.15319775	ERS474150	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	30.97	0.00922	20	438.5	0.053604	NA
HGDP00778	HGDP00778_meyer2012	NA	meyer2012	PCR	Han	32.3	114	EAST_ASIA	M	29.87	0.00395	24	265	0.067235	NA
HGDP00779	HGDP00779.15319787	ERS474152	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	32.56	0.00878	21	441.1	0.058907	NA
HGDP00780	HGDP00780.15319799	ERS474153	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	34.18	0.00921	20	440.6	0.059462	NA
HGDP00781	HGDP00781.15319811	ERS474154	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	35.3	0.0098	20	432.5	0.047487	NA
HGDP00782	HGDP00782.15319823	ERS474155	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	31.78	0.01056	20	445.7	0.067667	NA
HGDP00783	HGDP00783.LP6005441-DNA_D05	ERS1042157	sgdp	PCRfree	Han	32.3	114	EAST_ASIA	F	67.17	0.00024	36	302.1	0.035608	NA
HGDP00784	HGDP00784.15319835	ERS474157	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	32.03	0.00943	20	450.4	0.054237	NA
HGDP00785	HGDP00785.LP6005441-DNA_C05	ERS1042158	sgdp	PCRfree	Han	32.3	114	EAST_ASIA	M	42.13	0.00009	40	302.2	0.030764	NA
HGDP00786	HGDP00786.15319847	ERS474159	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	34.05	0.01242	20	445.2	0.065953	NA
HGDP00787	HGDP00787.15947655	ERS474909	sanger	PCRfree	Bougainville	-6	155	OCEANIA	F	41.41	0.00601	22	425.8	0.044766	NA
HGDP00788	HGDP00788.11144841	ERS474910	sanger	PCR	Bougainville	-6	155	OCEANIA	M	35.63	0.00062	32	545.1	0.053811	11140691
HGDP00790	HGDP00790.15362728	ERS474351	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	37.95	0.0118	20	484.4	0.052388	NA
HGDP00791	HGDP00791.15362740	ERS474352	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	32.05	0.00842	21	460.4	0.057009	NA
HGDP00794	HGDP00794.15678143	ERS474675	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	36.73	0.01312	20	434	0.040238	NA
HGDP00795	HGDP00795.15678060	ERS474676	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	34.14	0.00581	22	437.8	0.052883	NA
HGDP00796	HGDP00796.LP6005441-DNA_D09	ERS1042164	sgdp	PCRfree	Orcadian	59	-3	EUROPE	F	39.14	0.00026	35	310.8	0.035453	NA
HGDP00797	HGDP00797.15678072	ERS474678	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	32.77	0.0081	21	437.8	0.044866	NA
HGDP00798	HGDP00798.LP6005441-DNA_C09	ERS1042163	sgdp	PCRfree	Orcadian	59	-3	EUROPE	M	40.31	0.00049	33	342.6	0.032119	NA
HGDP00799	HGDP00799.15678084	ERS474680	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	36.34	0.00728	21	435.8	0.039998	NA
HGDP00800	HGDP00800.15678096	ERS474681	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	36.79	0.00678	22	454.7	0.036791	NA
HGDP00802	HGDP00802.15678108	ERS474682	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	37.67	0.00926	20	440.2	0.037116	NA
HGDP00803	HGDP00803.15678120	ERS474683	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	33.76	0.00684	22	430.2	0.063178	NA
HGDP00804	HGDP00804.15678132	ERS474684	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	38.93	0.00835	21	438.5	0.04875	NA
HGDP00805	HGDP00805.15678144	ERS474685	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	31.63	0.01734	20	439.1	0.087477	NA
HGDP00806	HGDP00806.15678061	ERS474686	sanger	PCRfree	Orcadian	59	-3	EUROPE	F	33.85	0.00535	23	435.3	0.042651	NA
HGDP00807	HGDP00807.15678073	ERS474687	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	64.75	0.0108	20	437.1	0.035919	NA
HGDP00808	HGDP00808.15678085	ERS474688	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	36.08	0.0055	23	443.9	0.045359	NA
HGDP00810	HGDP00810.15678097	ERS474689	sanger	PCRfree	Orcadian	59	-3	EUROPE	M	37.82	0.00515	23	457.6	0.046556	NA
HGDP00811	HGDP00811.15319859	ERS474160	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	31.25	0.01776	20	435.9	0.083979	NA
HGDP00812	HGDP00812.15319776	ERS474161	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	33.36	0.00786	21	431.4	0.039139	NA
HGDP00813	HGDP00813.15319788	ERS474162	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	31.53	0.00831	21	433.3	0.048505	NA
HGDP00814	HGDP00814.15319800	ERS474163	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	33.07	0.00856	21	451.4	0.048114	NA
HGDP00815	HGDP00815.15319812	ERS474164	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	34.29	0.00852	21	432	0.05263	NA
HGDP00817	HGDP00817.15319824	ERS474165	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	34.27	0.012	20	435.8	0.045874	NA
HGDP00818	HGDP00818.15319836	ERS474166	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	31.13	0.0096	20	425.6	0.050061	NA
HGDP00819	HGDP00819.15319848	ERS474167	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	36.19	0.00799	21	426.2	0.050458	NA
HGDP00820	HGDP00820.15319860	ERS474168	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	29.73	0.01968	20	425.3	0.127534	NA
HGDP00821	HGDP00821.15319777	ERS474169	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	32.82	0.00754	21	414.5	0.052033	NA
HGDP00822	HGDP00822.15319789	ERS474170	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	61.96	0.0107	20	433.5	0.0367	NA
HGDP00828	HGDP00828.15362752	ERS474353	sanger	PCRfree	Japanese	37.5	139	EAST_ASIA	M	37.4	0.0085	21	461.9	0.05082	NA
HGDP00832	HGDP00832.15947711	ERS474971	sanger	PCRfree	Surui	-11	-62	AMERICA	F	37.9	0.00936	20	452.6	0.034619	NA
HGDP00837	HGDP00837.11575349	ERS474972	sanger	PCR	Surui	-11	-62	AMERICA	M	36.74	0.00042	34	453.5	0.029731	11318175
HGDP00838	HGDP00838.15947723	ERS474973	sanger	PCRfree	Surui	-11	-62	AMERICA	F	38.29	0.0076	21	412.9	0.030982	NA
HGDP00843	HGDP00843.11575266	ERS474974	sanger	PCR	Surui	-11	-62	AMERICA	M	37.17	0.00034	35	450.9	0.032525	11318176
HGDP00845	HGDP00845.11575278	ERS474975	sanger	PCR	Surui	-11	-62	AMERICA	M	35.16	0.00032	35	479.6	0.035801	11318177
HGDP00846	HGDP00846.LP6005441-DNA_A12	ERS1042171	sgdp	PCRfree	Surui	-11	-62	AMERICA	F	40.81	0.00010	40	345.2	0.023879	NA
HGDP00849	HGDP00849.15947624	ERS474977	sanger	PCRfree	Surui	-11	-62	AMERICA	M	35.02	0.00544	23	400.1	0.035825	NA
HGDP00852	HGDP00852.LP6005441-DNA_B12	ERS1042172	sgdp	PCRfree	Surui	-11	-62	AMERICA	F	34.96	0.00188	27	348.6	0.029527	NA
HGDP00854	HGDP00854.15947658	ERS474943	sanger	PCRfree	Maya	19	-91	AMERICA	F	39	0.00543	23	426.8	0.035872	NA
HGDP00855	HGDP00855.LP6005441-DNA_G07	ERS1042268	sgdp	PCRfree	Maya	19	-91	AMERICA	F	36.85	0.00060	32	311.2	0.023155	NA
HGDP00856	HGDP00856.11575301	ERS474945	sanger	PCR	Maya	19	-91	AMERICA	M	33.69	0.00125	29	483.6	0.035603	11318171
HGDP00857	HGDP00857.LP6005441-DNA_H07	ERS1042269	sgdp	PCRfree	Maya	19	-91	AMERICA	F	44.4	0.00046	33	311.6	0.025278	NA
